,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Trade and Other Receivables, Current","Taxes Receivable, Current","Loans Receivable, Current","Other Receivables, Current","Trade/Accounts Receivable, Current","Prepayments and Deposits, Current","Cash Restricted or Pledged, Current",Total Non-Current Assets,"Net Property, Plant and Equipment","Gross Property, Plant and Equipment",Properties,Land and Improvements,"Machinery, Furniture and Equipment","Flight, Fleet, Vehicle and Related Equipment","Furniture, Fixtures and Office Equipment","Other Property, Plant and Equipment",Accumulated Depreciation and Impairment,Accumulated Depreciation,Accumulated Depreciation of Properties,Accumulated Depreciation of Land and Improvements,"Accumulated Depreciation of Machinery, Furniture and Equipment","Accumulated Depreciation of Flight, Fleet, Vehicle and Related Equipments","Accumulated Depreciation of Furniture, Fixtures and Office Equipment","Accumulated Depreciation of Other Property, Plant and Equipment","Deferred Costs/Assets, Non-Current",Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Accrued Expenses, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Debt,"Notes Payable, Current Debt",Other Current Liabilities,Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Other Loans, Non-Current",Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,Additional Paid in Capital/Share Premium,Retained Earnings/Accumulated Deficit,Reserves/Accumulated Comprehensive Income/Losses
Purchase Of Business,0.024590072776014535,0.05959137095352296,0.08672428975789996,0.08805727253232293,0.0034455842702392644,0.1024201566707066,0.04408902905392388,0.04104778411577796,0.027524449662065204,0.050215939935820235,0.03291525411538829,0.038818131894948225,0.06722746772810491,0.02451662919133158,0.019208414663258143,0.04818881806174469,0.030860178758068013,0.04072157909930881,0.008845581537186398,0.05475785070379318,0.028142911328933956,0.006139037320260665,0.002724814917180843,0.04753365768183338,0.05202909167545482,-0.0052057532312215545,0.008208661520806758,0.03287870713676149,-0.0006852892784980262,0.0417707722552588,0.02656407731189962,0.03902307504128607,0.04224691730303061,0.04979766293397158,0.03285011159706291,0.04667428505899575,0.042818469588093905,0.047392706922878204,0.050112469804176746,0.04925598997714761,0.0314391931254428,0.07769133727405465,0.04249418666082377,0.04524133100733208,0.010058096347978758,0.03667214713742563,0.03331172741071384,0.0768938653681091,-0.009073983723649814,-0.043066988077353034,-0.03892777333395137,0.05760273297127356,-0.03419904426410848,0.037391737598931246
Sale Of Business,0.05430540688792903,0.06482262498422926,0.06987924930894349,0.057233131830613584,0.012708711476418883,0.044033588500163756,0.04470755926305234,0.06787232015073318,0.048110533823438544,0.0592041578452101,0.0722126308530615,0.01363730541760152,0.06055714016746159,0.051442629482131116,0.03659324898853827,0.05527248717420009,0.035670080811788976,0.05282565595019892,0.023180854441313167,0.05790724563167354,0.009142697221342111,0.014811854801109527,0.011058654697355227,0.05365878965725122,0.05571918980383525,0.0012107975676628256,0.008786117747050324,0.035135783090655646,0.009846645038774825,0.05247253518195431,0.05862683770904896,0.06501189972228189,0.07736742206616588,0.055793334125375696,0.042149227344652325,0.04857187373997198,0.05131765613329919,0.029618680946370726,0.011503681318911167,0.04393650195212518,0.03626669010300341,0.07766543924843734,0.05157676652664427,0.026734340693692613,0.04321856564816385,0.03389367119942001,0.08003652313037175,0.08557196968535025,0.0019436665993123698,0.002045916462244643,-0.03566592106819863,0.031870962570250135,0.009395573879780897,0.03961271392966134
Purchase Of Investment,0.1827088591693548,0.1363655421589761,0.18261534087887865,0.09541332916903247,0.015906563462144467,0.10131542209523889,0.07244034254568876,0.0793846598511857,0.08872327786198099,0.11219986638655198,0.15288627926993667,0.05814798736933161,0.08438212427883152,0.08923355192209571,0.1045347930088592,0.0782582348555789,0.12025887059260879,0.08494975505707004,0.07456362482317032,0.10917649265909904,0.0937426445772144,0.04900362653438188,0.027029195626435305,0.08168412439846902,0.1107099768428294,0.07724154151926127,0.07501493604517029,0.10234061189904466,0.062334759442258254,0.05100512334229379,0.11889147963770176,0.12705201957807238,0.11386747147998284,0.10518748174266367,0.09402203971839214,0.06836322103037934,0.0676216390390128,0.0902668021619617,0.06173571396197894,0.06837393530898436,0.05804113035424382,0.0927760698546148,0.06323218357074525,0.09458593277269708,0.04250928303100057,0.05703573439459519,0.017098371533985284,0.1315234203512577,0.034325852324774635,0.10211410931194288,0.032754796442088056,0.12422979996768783,0.02739977906226512,0.08555031811258602
Sale Of Investment,0.11330797016118412,0.07365162478692117,0.10855748191003665,0.017328624604032897,-0.015999551839765192,0.01931382726352571,0.015057015901335421,0.010995173647794506,0.022078867503296497,0.04846665041798255,0.04831759257562875,0.01159253098284621,0.05898092154724071,0.030933525921632118,0.0439565115970887,0.02066308569960976,0.04656916312922765,0.014911034379981217,0.012341572074376925,0.034439034232034475,0.027937240728808203,0.004128524232722489,-0.005552920725953338,0.08698166200170362,0.028369377256476702,0.005486180778016731,0.005853200299700974,0.031820873229362646,0.0020253843646717675,0.004735822998518892,0.050122256351308896,0.06663453826980835,0.05575085992884203,0.0284231078849351,0.029281928695185113,0.02000335463330546,0.01519739940786903,0.005497442622745598,0.018063852749338482,0.016319765656971356,0.01664185999251379,0.0030277668065149437,0.0068192667189675635,0.01966537906963369,-0.006614730984935784,0.002328469222197001,0.0034019657026049623,0.07604626582073017,-0.00524628022298689,0.05331312348624104,0.012636398004357115,0.01719827329939032,0.0032704532493866836,-0.00161423454159046
Net Intangibles Purchase And Sale,0.06499730485942858,0.0489508223734976,0.034805215408368326,0.010039482533817975,0.005095043907593987,0.08867151612359259,0.04900031939232559,0.02096484900001832,0.08663413551586789,0.06460970633468792,0.05192397399732983,0.04257407761290816,0.05866521297321989,0.08835942918934091,0.03508198337232881,-0.01703113008208429,0.04285814192945952,0.08801274397428446,0.07215302776468442,0.04191637766332659,0.037125518586155884,0.03698937110825534,0.01219202303659807,0.07021606471194784,0.029276191478723332,-0.002048103579731042,0.0029548900277300127,0.0262158098508505,0.01032617614615835,0.04703842605629534,0.029171399939610806,0.04172926032689242,0.0779878363867078,0.10554066733578035,0.07999927774468822,0.04470709344396274,0.053521523985317974,0.08004394977478824,0.010934184463876619,0.06637713099022334,0.040016625657453175,0.013711835577245365,0.05381471415277048,0.08583118964313628,0.04979735258126851,0.049413158562799445,-0.03196259899931298,0.016583690124579796,0.040216845785828334,0.0068037332205284524,0.005230602764083929,0.008611387016302312,0.0820929563789931,-0.004682668193591374
Cash From Discontinued Investing Activities,0.04411928621767915,0.03748549861837806,0.03827470882275207,0.06531314849519429,0.41827106503669575,0.00448590967687504,0.043772895187708515,0.0033905077383582544,-0.008486054791136469,0.06499680516751832,0.08670835733268095,0.10835186547346073,0.055605444432391044,-0.0017371667122406363,0.01481557080479046,-0.03220489048001698,-7.513928932422137e-05,0.021297872567642682,0.017486515066085898,-0.012874606509454812,0.016291794700047026,0.060290130710074545,0.08449554709317068,0.02356932196085176,0.0187072140226108,-0.007551106628362732,-0.01198342118295347,0.01914633173538587,-0.01337708595427292,0.10017506638152514,0.03630527639755326,0.04079982997608558,0.1039649522828147,0.07001288157413277,0.073215243932213,0.11343908253337882,0.04855438985822428,0.05220922827393374,0.012443063895005279,0.060781933711071295,0.042343339055375497,0.017594698184310437,0.07117535184456698,0.04899015223868382,0.013570183342347495,0.028866760573299167,-0.024100324468238177,-0.0063845053923277184,0.09600200884081135,0.0026924068138135483,0.031361724152290514,0.01406822134058357,0.16510351282987396,0.06142932112939219
Cash From Other Investing Activities,0.0816706589953903,0.09618831594541628,0.29797558580075323,0.1103286898649339,0.4170109860585133,0.13469948231248174,0.011960061221694641,0.04123793706065953,0.08550624048119776,0.10454905712590229,0.12674349003070967,0.09287287128134136,0.10381198481186323,0.02914045828624515,0.04190257667271845,0.055735142667069824,0.05384757327996942,-0.017643329839785817,-0.0021183764969051506,0.05717106535870045,0.09393221615467107,0.008195848643109894,0.0022407974149583985,0.08756030992364074,0.06520400658049551,0.024194937002762016,0.025058193420840463,0.06218235096732,0.05036570754192475,0.017370175841197613,0.05780276147685016,0.08538640508421705,0.06973110400997871,0.17063234871288224,0.1282216149464802,0.0037155708717597855,0.03475022341327745,0.01759921017414805,-0.009895313232494249,0.008839283844120546,0.04498620486545879,0.08281731017558377,0.03546409693171685,0.014815084648085503,0.019102329451680052,0.02776528934725068,0.023855534750558294,0.040455376101076676,0.06084351336439417,0.036436883485606385,-0.0044429854601396365,0.03640799411839774,0.008387033775383176,0.12753808525724633
Cash Flow from Investing,0.158824922220087,0.12501291767881131,0.3127801706614247,0.15107085231492157,0.45959746681516345,0.12643866090717482,0.059670022090227134,0.07463750942489403,0.08442677945345808,0.11597920669327721,0.14297220255511522,0.0708847746402236,0.12865242420182124,0.07510999075271867,0.08223153569708656,0.071197089988417,0.08192258922165215,0.016567140129182114,0.05148615558685619,0.06473414848481394,0.09348240206815875,0.056911905552549095,0.05032455499457513,0.08983814249506698,0.08961518754694789,0.036463427198410586,0.04013919445157187,0.07705327216928888,0.034408654652842194,0.06038489280565029,0.108958388081622,0.11655634445708321,0.077237683057898,0.15093927438810134,0.12576685938407836,0.055180972033575464,0.05518732829269045,0.06160403366715296,0.03482307721015778,0.05480600535377337,0.05542696515231706,0.08064879200151553,0.05387886521816888,0.05387886521816888,0.054515212536164,0.05440078794962022,0.041184395355155896,0.05416661951157034,0.10545825938156267,0.10339580216381089,0.05280869084586672,0.05490140468500117,0.13300899644577824,0.13979118300909257
Issuance of Stock,0.09310306715566448,0.0501645582015026,0.016470655649665884,0.007970546012942524,0.016667882650298567,-0.03228765549727462,0.02335725189797433,0.016660749272071285,-0.008661144916393915,-0.002012446241988577,0.03718906600020796,0.04231936521414522,0.01015625574673408,-0.02255000866187898,-0.012411921993446016,-0.016398915143298935,0.021635335454229337,0.038275472370259384,0.02195414729264929,-0.009136815632349917,-0.011145299475110466,-0.003663690291733582,0.0014877799223882182,0.021876965589343392,-0.00030910778050580005,-0.01344095950402929,-0.015282936433100747,0.0009611794797270996,-0.019559281983090353,0.0470309423156351,0.035522786937451624,0.013920232395394196,0.03435190075342932,0.001769946332527193,-0.037679785054710535,0.04207678922625182,0.04968831082730445,0.05004380591646759,0.041300600995775344,0.03598491704183422,0.00851031853348724,0.015670813672296113,0.05603988676578113,0.026530822963468766,0.04615842483856625,0.05404300010838882,0.03239275937569694,0.0541425694091341,0.02595687810342083,0.1036845100085683,0.191006992987649,-0.016187293998971102,0.07667728284043104,-0.023678286065234956
Repurchase of Stock,0.02474376272797619,-0.017485414404427926,0.006245144418569489,0.0007801638419342137,0.017106978524397663,0.0006673917835183967,0.054684848335024544,0.023909238221881107,0.012789182147613124,0.007813951819715309,0.02896626531420376,0.05102443727869665,0.0016026494294604995,-0.006066089900367454,-0.017684330200854626,0.0028923249254578834,-0.016941942703863393,0.058092761415261,0.021099908110951096,0.010798555611688842,-0.018454825876376632,0.021058728227337224,0.029152351731505228,0.027217574606511145,0.015300453946683274,-0.024189523249155437,-0.020355063020264266,0.0013424852096727063,-0.026304016969827478,0.060456196357002986,0.011890164196791026,0.023924907724925403,0.018297544720446642,0.02072358149090194,0.01843852288512771,0.057839805926791624,0.029904609354371555,0.06334388274896365,0.055769015544340425,0.05999432391410682,0.05224888155562206,0.0018780231965465225,0.028829569507281792,0.062200530650056,0.04677031369385629,0.05878159178131737,-0.035243666017122977,0.07063065288664287,0.023389284236346612,0.1399500842210059,0.14076444166644142,-0.034088630337085944,0.08269185585975732,0.007038801300269115
Net Issuance of Preferred Stock,0.026710307465569474,0.049013738663431713,-0.011677174535845785,0.007531899387001479,0.01570827627167421,-0.004746423590174747,0.05088369512621773,0.02707054156537288,0.02330089997625493,-0.0036220025258118325,0.037702340724168594,0.048431618003976856,0.023804734067547642,0.013012884608164473,0.012146968699856358,-0.018307952546459443,0.01601802260394768,0.027770051467850866,0.05076301690213985,-0.004431882552843414,0.028572717012945753,0.02921738187799562,0.021802477765130005,0.05070863234195785,0.03495551345245317,0.00016085129953311212,0.004169133308244488,0.02557257477387728,0.006974286857275562,0.06885709591733301,0.000964769213605604,0.048190370163608144,0.03791755203940607,0.014048363151883781,-0.0020003837571458296,0.05623557937125368,0.0485494571973325,0.04951704194175695,0.030291975132904034,0.053986331088522396,0.04883412840104477,0.013203378852265423,0.04837065673403085,0.04276586528171264,0.01920239897375323,0.04992723530993794,0.01890049292312456,0.07314350319891495,0.007872043618222274,0.11522599956380551,0.10169577161248843,0.0718646442692097,0.08477311862338169,0.0035368079852904338
  Issuance of Debt,0.1311182957088693,0.09984693937982782,0.005571346795971644,0.01722062100978673,-0.0019309206008702984,0.015277088965680544,0.028678923162761293,0.08444591247523346,0.05305736915939162,0.02017449639716799,0.12254729541553006,0.08315468591929842,0.04946763553185315,0.019660335356405784,0.03158894574771904,0.04291510400299593,0.05696352364767719,-0.02212083363286495,-0.0248848805935269,0.03091213572366311,0.04944096679148802,-0.0034630415489102662,-0.017723917680434444,0.06535549605083622,0.06784684375076756,0.004460159868136619,0.003609290085838026,0.05631045962807463,0.0009427413723314929,0.0931078683838089,0.08900197893480956,0.055554202733423416,0.09747519321084384,0.04189579745403364,0.08166616876940404,0.0593889650723907,0.06377493765280598,0.19877668788242542,0.3098957020853668,0.09086642258500288,0.03760583152981221,0.08084662025616357,0.0651508122126337,0.08551793169391146,0.21447842996699126,0.08512745128028175,0.026373576560409236,0.04088661534193983,-0.02705917848427701,-0.026499233918670942,-0.02500382279678982,0.013023521285907858,0.013861593949408812,0.03383823557278975
  Payments of Debt,0.11263180307321799,0.08855659886433767,0.08681534125635902,0.08954548608620809,0.05335805793734584,0.07259634111601895,0.08527465059413916,0.12449138152189859,0.09688403615492569,0.090514886454095,0.20629749146119472,0.17458670617066632,0.07755966226485743,0.0868979410460788,0.09945207871670081,0.08574150126536055,0.13846009836495993,0.056427740668401734,0.04211798561311469,0.08366769699019004,0.09732604301778537,0.09518434699602811,0.08457724709924135,0.1023220739501459,0.1269382560172664,0.05599847272988653,0.05335097390863057,0.11684201985442666,0.05505189522790675,0.17780502626544792,0.14710497029284256,0.1846539180879064,0.16713051283808478,0.1772719910135738,0.18790753356740486,0.1677841074437003,0.1688096633601467,0.17170500981182113,0.36887809136855976,0.3892797423467072,0.161717165919182,0.16071159299162915,0.17106497919852315,0.18732247960045859,0.18267244031831859,0.1607426191429674,0.060490600335522476,0.0870801180464106,0.05183797949825528,0.05035112915247631,0.05193444402616908,0.07446676652062492,0.01883210332271775,0.08357268943916416
Net Issuance of Debt,0.14245765122668685,0.10689853959465019,0.03963164532655877,0.04519195968194809,0.0378074615355996,0.041201564288528225,0.059360612637962835,0.12430231147195736,0.057438439551336415,0.04658913532771903,0.15357027500493659,0.04981221784144184,0.1171120810736645,0.06197090022129419,0.05860999876252082,0.06135745081996163,0.06437979252207124,0.01565250333655165,0.06836284186888712,0.04079793997188094,0.06599542280313354,0.06305351460656469,0.05652715952441675,0.07883179895946581,0.07217181553839325,0.02724272690698483,0.02517280766356228,0.08087571756338298,0.021586932284427256,0.1362285571420686,0.0953603460168559,0.14433372197730296,0.1249973586368229,0.05266381998944242,0.1302858772416043,0.11249849248201954,0.13098990065080973,0.1411816051439647,0.36091651597444985,0.14251133297615717,0.12713526274380835,0.1144917699153294,0.13553379735635912,0.13717774058797588,0.26045280391973413,0.1362686640269551,0.02745597091398393,0.04998368018024241,0.029541290325989403,0.021606166670106005,0.024323063721217876,0.05086276269112508,0.04369393852317782,0.1214836679873264
