,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Trade and Other Receivables, Current","Taxes Receivable, Current","Amount Due From Related Parties, Current","Accrued Income/Unbilled Revenue/Cost in Excess of Billings, Current",Other Current Assets,Total Non-Current Assets,Total Long Term Investments,Long Term Equity Investments,Investments in Associates,"Investment in Financial Assets, Non-Current","Equity Securities/Shares, Non-Current",Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Amount Due to Related Parties/Shareholders, Current","Taxes Payable, Current",Other Current Liabilities,Total Non-Current Liabilities,"Provisions, Non-Current","Provision for Employee Entitlements, Non-Current","Other Employee-Related Liabilities, Non-Current","Other Provisions, Non-Current","Tax Liabilities, Non-Current","Provision for Tax Liabilities, Non-Current",Other Non-Current Liabilities,Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,Additional Paid in Capital/Share Premium,Treasury Stock,Retained Earnings/Accumulated Deficit,Reserves/Accumulated Comprehensive Income/Losses,Other Reserves/Accum.Comp.Inc
Asset Impairment Charge,0.06786199157504494,0.1256909167240859,-0.005982064452365859,-0.0009338670992179855,-0.019106345823432274,0.030405017779099316,0.038465229370257904,0.0622609114234174,0.021069613265042315,0.10356081617704097,0.12814024424350107,0.053354601391146915,0.05253363581976166,0.05400715207343875,0.05352203868671768,0.057700965047940644,0.07103237821942635,0.10893855974036966,0.08776355888411333,0.029651618212215094,0.02127689279056473,0.032588323382545165,0.03689928732542381,0.11441322808677999,0.06510933120094205,0.04047930698325006,0.016177974291014422,0.031229866715959467,0.027794885491879074,0.05368323402870169,0.010243982991718326,0.09146180830423685,0.007970035407997619,0.04590355523358363,0.026615623949866354,0.028925057471012212,0.025451720924523157,0.008712664836888963,0.02885075495902504,-0.014497365045602065,0.10403685260622039,0.04920373522376972
Cash from Discontinued Operating Activities,-0.03823388206725096,0.025905032681699122,0.06781538774094044,0.06029292844267276,0.3873450304239448,0.01999524002574732,0.030451688060506812,0.020679340884428677,0.07133773234046273,-0.007870650748464016,0.10410393309128263,0.047826085529305326,0.03800516299403507,0.0377184043123786,0.03974440851882979,0.07085444183055228,0.03771529367976954,0.04103013347589074,0.10277951720104408,0.039733531655884245,0.09610795577434182,0.030654726490197,0.02268395761634827,0.057506755156448694,-0.002768352519599373,0.04368728371623447,0.015445958855156983,0.035230617807204254,0.03239309946533058,0.001798360082390216,0.010633293584194094,0.02657946905566276,0.006491771782783862,0.0426158355016942,0.0037103365202704277,0.002235171429736935,-2.599095227254775e-05,0.00902689463042635,0.006572669307712834,0.011996148335835476,0.020985963335142733,0.04400009277066878
Cash Flow from Others,0.0004935592754851082,0.052991401688287865,0.07734469824798174,0.10355241064041909,0.42819078970604907,0.15844904084387595,0.02367493531065368,0.05169052262311033,0.008994782270299444,0.07480397234501177,0.05187563773207428,0.05906362341317309,0.05251541719271103,0.04555305311202313,0.07069211395793787,0.003665873831858994,0.04654567718167339,0.05449973293574781,0.01171017840250996,0.15704971699037712,0.09335439839978375,0.024427411628200665,0.020445487754474374,0.032745812019425835,0.006561370363823396,0.05371416389825394,0.027924387503611852,0.038557274036168404,0.08261549244928794,-0.001572019661888171,0.011375875147666534,0.044760346554053,0.06188292403524907,0.05977651520548976,0.0339219015496796,0.054232098617951446,0.052539451844078766,0.008328292589989964,-0.0011405298814519916,-0.0004656758421021814,0.0596798712870817,0.09437087274848659
Cash Flow from Operations,0.012091718080416942,0.12480090113301037,0.08160662395780958,0.09793649823907802,0.4237700071529491,0.05914817992040131,0.007933431871569809,0.02449035793692571,0.0252331120626829,0.006609240563373061,0.13195747672225164,0.05406203038292769,0.041228677871763,0.04162932444132346,0.0587200192487074,-0.005434213536304449,0.03823741574449552,0.04629791716929018,0.06267956917679438,0.12287574754840282,0.13226806044249098,0.034241416672346064,0.015125023302242475,-0.003564863296953914,0.004362231660812561,0.06912583133602376,0.03248322873748868,0.02666065008060385,0.0035038736680946952,0.0040450839780158095,0.0011383347814472168,0.026211652884743905,0.01637054081730569,0.06034545173740277,0.010785638338976328,0.024457967329579566,0.025922702474732683,0.02815166773345458,0.006288273805237395,0.014767230233474923,0.05014464004788745,0.0565411831467856
"Purchase Of Property, Plant, Equipment",0.06535634875197305,0.1597736117607593,0.1352701034593213,0.13584734622028327,0.06356034690438371,0.1587700830420764,0.16796768796796857,0.10962682425092786,0.14449815160387208,0.18351886350974628,0.15797680369502473,0.16485990822805288,0.19137124586460222,0.1806801194874371,0.10349597191092691,0.11185398983165307,0.11574927311897787,0.16788124243933705,0.16774857390391792,0.16895927358209473,0.1656294933102283,0.12375130527275721,0.1615805314270932,0.08141044720173474,0.11041940609925768,0.14704977498562097,0.1581916515903056,0.1331291551101173,0.1709052229510738,0.10795913303049144,0.11807415438993452,0.13073466497247144,0.17597630396986577,0.18773561271113728,0.07363060672571412,0.08030300922427104,0.07822505336423834,0.1299038344363084,0.02878322644943254,0.10585234821048019,0.1565822898936781,0.15819430812209936
"Sale Of Property, Plant, Equipment",0.010178116667808974,0.003124982809483318,0.06912278153692479,0.06870457732105474,0.024797495210762265,0.0079185229561167,8.003717539282204e-05,0.032528606873253214,0.03912565270393988,0.10673989006773035,0.008998418211195056,0.03105223586654665,0.04121615206463804,0.006380113619492176,0.016262143009893443,0.025168967705129847,-0.01327320883740313,0.01678274454026857,0.01579373599363619,0.015139781455702547,0.019507236881630086,0.02992522261877554,0.00985672962509852,0.012900806537342118,0.022732469388440014,0.0032965154318193354,0.07023052240987587,0.046573956116319135,0.027858969538526325,0.020366411353234474,0.030820157601343805,0.046573956116319135,0.013661621177705809,0.03909340633744815,0.016221730596351725,-0.018549000802999482,-0.019964107999953837,0.03962280002637528,0.034990991149049175,0.022136314760148556,0.013978037096164362,0.011917875820926063
Purchase Of Business,0.05841540405150105,0.02843474476937536,0.06781997096373896,0.06916941391319889,0.03636419996609832,0.046983844233065605,0.04306232000751718,0.05313422515566757,0.027127210016161352,0.07492328711860573,0.03961549248063343,0.035851157596055935,0.034901350846180415,0.046149594603543356,0.02230055668918001,0.05261238541676608,0.0279740945941159,0.038963531068847874,0.04223505310857553,0.04735259014684694,0.03372582576087544,0.10663158707920574,0.041938152089989425,0.0484961172690884,0.08203955673706169,0.03457726239909446,0.03544717724418423,0.01750110655054495,0.029804509030381683,0.09296289436001903,0.0925921108906177,0.042686272768183056,0.00098594157155327,0.04200661846449202,0.10849039391441642,-0.003941674812497424,-0.004582690116872275,0.0365525953722671,0.05772000093325247,0.06295041153621288,0.049773558752477236,0.04446780386905296
Sale Of Business,0.06524356909109655,0.06346166514588197,0.07948222525605109,0.06897235031854812,0.04146185035681115,0.04867110726241173,0.044751983523926515,0.03217277213563963,0.03217588400980345,0.07313392288189037,0.06459069670617387,0.07033850380403321,0.043524233979572516,0.042607759300880475,0.02416648103892402,0.011749683329054324,0.06012599610271352,0.06495235574984369,0.07735555787171082,0.07733728867764741,0.06442631927090293,0.025208994842724756,0.06711133605105299,0.047755146688641364,0.058535713172245527,0.06223148336839137,0.04510757123584311,0.03342126546644107,0.06727606610753685,0.06182371240747626,0.03729534513301887,0.07558646689905943,0.06934001786300252,0.08226944906249162,0.08264591973627221,0.07303567840080907,0.012916324196630986,0.04466110649391953,0.03289997054367416,0.03814723119311367,0.0767525127451397,0.06979458184434273
Purchase Of Investment,0.11470433093222639,0.2067231619256404,0.15515519922631174,0.06742965404161849,0.02859098028560107,0.12253673411552204,0.10970725909008919,0.07312128604881013,0.10116078868974497,0.15029888304730565,0.13995957117788427,0.21957697152661823,0.1902981432671881,0.1899718818438207,0.109580922778015,0.09520905348494269,0.12030149691991805,0.12699247560563418,0.11391237375208228,0.13940000083214613,0.12829786514310515,0.13706383675306544,0.1305405231859204,0.048544740295394635,0.10556400166431616,0.12242157848108845,0.09744126277194759,0.07845900000969817,0.11508013868496544,0.10686579993415965,0.08902172763863163,0.08750785189899848,0.04833335332012192,0.19414114529323565,0.09742218484627191,0.1879451198304712,0.08579361959454852,0.09013590554758412,0.062028350428112,0.08422958567563849,0.1450047660894578,0.135310553427498
Sale Of Investment,0.0628308549978783,0.13656167303373595,0.10510119564747607,0.013477630550743361,-0.007813638743893623,0.05737131988225579,0.04881385052668328,0.006651722929446217,0.055944388977706115,0.07469288034238732,0.1338736633025489,0.17030540660403226,0.1472691080516819,0.14943390641437904,0.08362585917211125,0.04581977229098624,0.051488657536481505,0.06657499429737014,0.05579576220094147,0.06672798844395049,0.07882641905590236,0.06568726982720673,0.059240770110881295,0.0049916728473144755,0.005616773163493696,0.04390353747387171,0.0211799039544021,0.010285241923903485,0.03712115871110782,0.009705675839291467,0.014331813018593516,0.006414772864293831,0.04435159250361079,0.14135400149728344,0.0255783905213465,0.12086764564617108,0.07098186746639538,-0.00234754671358456,0.06375971571496664,0.0017107951253301993,0.061465964284843765,0.07707903283997693
Net Intangibles Purchase And Sale,0.02784248851339161,0.09479098680266024,0.029801715240267396,0.005035982365717043,-0.03311633639013074,0.1163222262410253,0.03791010974236281,-0.010743575418024271,0.005520132787143403,0.05955614691266928,0.09535811485605969,0.04626881442622918,0.04142922166083973,0.044573185751165374,0.07402619106845765,0.049451886642494516,0.030581417221827084,0.041669716354454225,0.07797597219225272,0.12152194961257062,0.09830744159510402,0.0023770083175637374,0.04891681939667514,0.047476973444875885,-0.0035998350287478435,0.03345462839641874,0.020326788195819574,0.015276775556280289,0.03232725522548051,0.0014927264641335335,-0.0032299998076027302,0.005604494917333348,-0.0006828376836917976,0.05180844771156204,0.02659667313287914,0.0020601565714588256,-0.0036692432136848376,0.016183364259909613,0.020116609134450455,0.0007271732261841263,0.03496953247670113,0.04605120433925218
Cash From Discontinued Investing Activities,0.01699938989955178,0.08023048030519309,0.03527209076141494,0.06017876379723734,0.3873450304239448,0.03443712928467475,0.0326826855377457,0.020679340884428677,0.03178114862520694,0.04586366167699678,0.09086440155029432,0.11008045953656201,0.1107785043572927,0.09089616821503654,0.09271148216119242,0.12366909886078468,0.03771529367976954,0.04074028600364738,0.10395308808835964,0.09633130186802391,0.10038637935264347,0.08943339100274932,0.02823669974145054,0.04998212229281866,-0.0055144629616337105,0.033041845632055415,0.01426247316997141,0.040965919308158696,0.03274602238548342,0.0057817232351642855,0.0013666909516742336,0.021558979486738863,0.0012270052321131418,0.03263100224835508,0.07288695517050035,-0.009016021013592519,0.02155157900758397,0.02728535275071835,0.012325701504813304,0.057147997866421454,0.09348058036133437,0.054597558406189343
Cash From Other Investing Activities,0.07087786768482839,0.1295538083770505,0.30927745967070686,0.12301262852215328,0.4501347760286282,0.17168251922911312,0.04196112960721813,0.05104188911685124,0.05178128156895048,0.13165733380029854,0.12848091627797498,0.17780737684348313,0.15454311149672487,0.15232102571576975,0.25033780984148124,0.08698029155246242,0.05934052898449553,0.08532686111177884,0.06977600628207815,0.17443396416730236,0.1378857225804349,0.10859065506170291,0.026938649405072474,0.044043955004788714,0.04712460659924253,0.053861486729123643,0.04266251774511396,0.08438687783313174,0.07701068704657975,0.04133076601854562,0.042250161555752744,0.08519476138590035,0.022704909843431684,0.05363502653564647,0.09076888146200696,0.08120288209145095,0.0184345258909595,0.041669316888491126,0.035050262079785816,0.013503498680653942,0.14531066031014042,0.10206979165604643
Cash Flow from Investing,0.12174967260914084,0.18326097044497436,0.3179069901138731,0.15630308727884037,0.4721940724053956,0.17375585313416375,0.09278295876453956,0.08356105178956344,0.09095247514713138,0.10741735408519036,0.1829469793271504,0.22456301438202977,0.19421178901489503,0.20707835247836429,0.09080179408817175,0.10676276816534756,0.1104961555892674,0.11649680048464503,0.07717813908545978,0.19396973527077638,0.14291985743977878,0.09357143834865711,0.1061561784472716,0.048417683250496175,0.061929467469192374,0.051321438433767665,0.09756258912913834,0.0977375906218085,0.02583223711589586,0.057941996489965314,0.06651525948807935,0.096058047974664,0.061905739145965866,0.0795203469031411,0.13347202003857406,0.18378046336219486,0.11089955593001072,0.07589735330510176,0.03918165195062314,0.12781718597736147,0.19827087271807856,0.1302359185044388
Issuance of Stock,0.05661128967191162,0.09585203668775494,0.010198922260360677,0.0014982159929238141,-0.02064405293755296,-0.004611827303398317,0.01313413094740836,-0.031365118463931266,-0.0014508178622755002,0.07405052252974459,0.04701258499140537,0.04192104899660171,0.09606026339115951,0.036352927477163816,0.11050397850196791,0.04354073261093441,0.0369328042196679,0.013860688422955998,0.034292356780991115,0.030271106694387706,-0.011677604675263097,0.023018012519536977,0.033998531207960016,0.010095659089895214,-0.0006637974639882955,0.035433429141534904,-0.012679653933402504,-0.02146835244853578,0.039059343004238425,-0.007631739301372759,-0.004930405118705133,-0.018367515246004017,0.06562963307298197,0.08857929006522174,0.006700581867250224,0.07661176838475782,0.14327616916210492,-0.01270061290507081,0.08509718138719356,-0.008953311098010548,0.010434867904321589,0.04370176835550334
Repurchase of Stock,-0.014054780208087298,0.027800191826840445,-2.6588970735723708e-05,-0.005899636934489939,-0.023491509906871197,0.03212190171663042,0.04359463868506175,-0.017109646024764485,-0.0028674821077127248,-0.005414395152702084,0.0402177824525232,0.04036320087228652,0.04573838265293454,0.04046553683482086,0.05149830394058865,0.09723538820958204,0.01214651566881512,0.02386536375248721,0.018438188883008397,0.04788768695536877,0.04523732640907012,0.047585682313832575,0.04140463020058478,0.06030114156185532,-0.013379811486075822,0.035740633936356285,0.0038323706751471143,0.017765849094864533,0.03422233198403376,-0.017024100176954392,0.00497295276351572,0.02473550636009922,-0.0019220752690154606,0.10551548136591207,0.007758560447882557,0.11711489097854995,0.11271128690185406,-0.028511838797095644,0.12373973924945512,0.002969792313069524,0.04808242851168688,0.041432864536884495
Net Issuance of Preferred Stock,-0.005498259026547995,0.09307585279903355,-0.017926232964771964,0.0010595693669827703,-0.021888043403491368,0.023934030735908128,0.03979348547625492,-0.00012566529148468238,0.019719521581118025,0.01388758619618101,0.05628970040213326,0.04212475108905636,0.09649236276411736,0.04181378919008226,0.10501243278023717,0.05854529865846313,0.0021201695118480786,0.04813082619116995,0.03790568784495099,0.0336650881801509,0.021424993516852713,0.08289727604197482,0.03420994184638832,0.05688638840727804,-0.005617831024816057,0.029317734816798884,0.023650855230573007,0.022979190571832585,0.0365675258118638,-0.002743977639293507,0.0038339646978247793,0.030144040441691052,0.04677532627092882,0.10796399530845285,-0.010596588658362683,0.09449315520504685,0.07274660394864832,0.0847186047422568,0.09674578125035592,-0.004240877503141003,0.039092626672376125,0.04765070919841893
  Issuance of Debt,0.09886315185362535,0.13160444155185091,0.019494398018618096,0.032704074207717836,0.015197984945964789,0.04689509191197776,0.05387105174618238,0.07051870899161577,0.10510185580253686,0.035039799090017455,0.06009396650494956,0.01662345135498117,0.020430015196770457,0.05011512720565065,-0.009331032512314487,-0.023084867046735055,0.09045060533100666,0.05549465876098521,0.09741564923840565,0.04579268801322287,0.08737230020889483,0.1003788704256085,0.006284563821884215,0.01890698729811515,0.0463899198488663,0.03743938304303712,0.030855713126520693,0.0767237286259288,0.044465617751999295,0.05428673417879904,0.06619105260389982,0.07439008808558996,0.020691542259489167,0.0582482435703587,0.01811561761231357,0.01738517356283021,0.012707989336240361,0.0271780198471849,-0.01987122896719267,0.04021280297663822,0.04736759991615074,0.05799146167251903
