,Gross Profit,Total Revenue,Business Revenue,Other Revenue,Cost of Revenue,Cost of Goods and Services,"Rent and Landing Fees, Cost of Revenue","Staff Cost, Cost of Revenue",Other Costof Revenue,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Amortization,"Other Income/Expense, Operating","Income from Grants Received, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Other Finance Income/Expenses,Other Finance Income,Other Finance Expenses,Net Investment Income,Gain/Loss on Investments and Other Financial Instruments,"Income from Associates, JointVentures and Other Participating Interests",Income from Other Participating Interests,Gain/Loss on Foreign Currency Exchange,Gain/Loss on Derivatives,Dividend and Investment Income,Rental Income,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,Other Irregular Income/Expense,Goodwill Impairment/Write Off,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Reported Effective Tax Rate,"Operating Income/Expense, Supplemental Section","Depreciation, Amortization and Depletion, Supplemental","Depreciation and Amortization, Supplemental","Depreciation, Supplemental","Amortization, Supplemental",Discontinued Operations,Basic EPS,Diluted EPS,Basic WASO,Diluted WASO
Accumulated other comprehensive income (loss),0.07647331357357229,0.14048595309455386,0.059572365570473684,0.02703342560545844,-0.01876991789661023,0.087272855721552,0.05236976053898107,0.05022531379917764,0.13587007817553529,0.10319119627016292,0.0976722954159611,0.03371409562053434,-0.0022503169528588158,0.05545711317844097,-0.04781821626166409,-0.022055643940739666,0.09861328963975642,0.03377722902515663,0.04467885069234925,0.18792160226928276,0.05815689234150203,0.05244007944904739,0.05470763480927545,0.05308662948672473,0.11028040473388398,0.07785880203835774,0.1020054979024583,0.06963943061228242,0.09315545613146149,0.04550912339815172,0.09414177607651579,0.002830988460018889,0.02585706824749073,0.11511297665065208,0.00815469863103361,0.06836038130424206,0.00085060256885319,0.08106061118079153,0.04797783428763058,0.06762103824794065,0.017460114374180578,0.12910490684750686,0.03453810129881861,0.04779369786148674,0.04393828812319565,0.04615271979920099,-0.020564256777909184,0.05471148019079554,0.06765227868913885,0.06329928673530495,0.07089568974602081,0.06578614214080518,0.14674184780966834,0.009828298767021251,0.0504840157327145,0.19574326187316676,0.08644679084641363,0.16101666660207403,0.18135974503565622,0.05729633687070336,0.18013231030895968,0.040572995498898916,-0.05003190836928678,-0.06958145544212402,-0.03288163155579776,-0.04556714063739392
Additional Paid-In Capital,-0.014331217734633472,0.000735956280668317,-0.017634674872216094,0.013235098307688636,-0.005032319136405593,-0.010831420181130617,0.02415690127629424,0.020100933552495683,0.022540057421581015,0.014947690953534615,0.006267740493986883,-0.016144971202877303,0.05288948916320825,0.07123618531237116,0.02846119612564146,0.03007860311311187,0.018978952890311745,0.025460842151284614,0.01872726452516562,0.013074028939472956,0.07703107652240088,0.016800163652988916,0.10237774386946086,0.03955850269007299,0.07128952713781193,0.09311318260619071,0.07779736989485928,0.061728376520951124,0.06066309124108499,0.021977436290580514,0.1102214337910699,0.03888131114292047,0.006600795811865839,0.021581684372618048,0.03084010457704306,-0.01700375043604411,0.040535130238397464,0.06404464894798195,0.008744593868299386,0.05486405842478124,0.021500123544666294,0.0006190092213752497,0.010412137511672614,0.02097397551295411,0.02174276315397976,0.022433841693239958,0.033113216519216546,0.019397164015032848,0.03654799639985821,0.018717665312323856,0.038120448410284946,0.03471910982066333,-0.002165583697949247,0.04477011864994891,0.02639669777005459,-0.009154885554957313,0.09545630457258085,0.02790581461595129,0.012768947495390856,0.02534824553241089,0.013638098226294984,0.02220564918643862,0.00654430110609569,0.005811841416575505,0.016090808102914127,0.022685773571899735
Treasury Stock,0.07345061999650429,0.07564941908099065,0.058484358410181916,-0.025554214264070414,0.01707397531060247,0.06844111306079947,0.05490234802504008,0.058623890812879435,0.05383525066359208,-0.018437139765842613,0.03687132671192997,0.07609521439664653,-0.03801958096815548,-0.010121103331521473,-0.006176387955216818,-0.017519023291990208,-0.018101122897698683,-0.015428766141075644,-0.008661532501973181,0.027972103277186126,-0.03473266283605933,-0.006099345915009327,0.050432796268866494,0.00426479064320084,0.009803384608465953,-0.005414622224170464,0.020658580643769457,0.019324587877736103,0.018838269148545566,-0.02465817252216392,-0.02327630235603094,-0.03088516215075895,-0.01894757692759278,0.07942759815172187,0.016760284634807776,0.013107817873945613,0.01165951170475727,0.03667327927277416,0.008888804972904608,0.016732444750726664,-0.0446688786600032,0.015740595315150818,-0.026231343999298863,-0.03090735503542104,-0.05306509752069152,-0.04290281171688897,-0.016710631135603973,-0.0441903517690168,0.05060007938261538,0.022014634776131768,0.02511315610244532,-0.005727648879903791,0.09366410633027342,-0.007834541949109344,-0.041976279672999675,0.07564710290671005,-0.0018123604137141227,0.040408430191099576,0.06576400430013019,0.006591253770438886,0.086509118786149,-0.004052164108505781,-0.04153048934076456,-0.04145071806317864,0.00555206146206184,-0.010649292832884178
Other Stockholders Equity,-0.01596044449774145,-0.007054031156520338,-0.00742881314886663,0.05305412038978527,-0.014486416025817796,-0.035653515702777236,-0.032057586794759986,-0.032011104216343136,0.030249987317156262,0.008668552343601452,0.004477639004093624,-0.04115523323956425,0.015186132799641351,0.016883510815854652,0.02295688612776741,0.017721756377842138,0.089337498158003,0.0651958719973831,0.03966122862209892,0.036255566052653995,0.027434303058916573,0.02060957467410347,0.03098954590169979,0.048785751769283695,0.036667390249988344,0.08246808330143596,0.05315652610415502,-0.009769456504305569,0.13332602116798256,0.08510394707164175,0.12093301012028392,0.04783728947136324,0.04111004465395271,0.08124898345357277,0.05320798895502768,-0.0030239247620235652,0.05909661988055171,0.009430139721433431,0.03453979961936612,0.09902539408363843,0.046378071043061304,0.04869340443789865,0.016618043031791353,0.039279694619366076,0.014350976377714781,0.02652427344557098,0.026881499478050363,0.028701775674539437,0.11501214119784699,0.13044169013458884,0.032536897386605784,0.015666480069869503,-0.008152550366565554,0.006154337324729024,0.032090244044083185,-0.011069678390847784,0.02886606247453968,0.027950310497019862,0.024570552963893752,0.03792561480028514,0.026037160412232047,0.03168580601735504,-0.003798228489705682,0.027613836460357977,0.012240001934407784,0.010086343916002704
Total Stockholders Equity,-0.006671670320760773,0.03215847357365585,0.008885999566561841,0.003058975317946074,0.00017784043695546863,-0.00982012239678682,-0.0016513699999906187,0.01639470664587689,0.024838087340091557,0.013713238988796814,0.008341535433121623,-0.008747268202278394,0.019443427623795063,0.024510176985249228,0.005315981865800132,0.01275613162084879,0.06742484951972484,0.074150496769305,0.06335587181231617,0.03209791971483146,0.02947524757002969,0.00916853104490077,0.014714778832929069,0.04877801409939719,0.017264531745309213,0.042368958905356476,0.020367696672821053,0.06521082128790658,0.11424307285033992,0.08304144083519015,0.04717216905989744,0.05226702761162171,0.05211203872343263,0.08479894218320906,0.07905478327229418,-0.04591254991683525,0.07097409797050125,0.013212216480171785,0.013666000107065382,0.059070672465162025,0.0536453461270345,0.02811405466138224,0.0017019879755062008,0.009950523958542507,-0.01372603001526618,-0.008613419868844157,0.021142583366384263,0.010315157030973281,0.08118068791350451,0.08390733431632857,0.058969467232737424,0.03718062908565688,0.03623051986850327,0.03792644984114316,0.01993615816897446,-0.004614598629948391,0.051737316939850606,0.022216639696211956,0.031172501401511177,0.03803113260819293,0.03984569890618374,0.02389677484665985,-0.006099026481207561,0.003930157194275878,0.017521231606899376,0.012608362225383085
Minority Interest,0.026543019314179784,0.02446057903577531,0.019414468103247234,0.017745358893280237,0.03906323847305448,0.010947041859431565,0.01687717768850436,0.028351642505134035,0.03370018469960975,0.05806001611656355,0.029380902847767978,0.004871965697722039,0.02930020011277288,0.02782165874837919,0.02952305331165951,0.001210208832019128,0.012045967899584764,0.007006285199695589,0.025514580600490888,0.02761799993055816,0.014520091826991537,0.0739397429595418,0.07231876755316724,0.06102540948738986,0.03567235117089719,0.033379054231188435,0.04847333536218275,0.03933101643742021,0.028771137737661132,0.02511537551612559,0.12938054141154323,0.0189145160728025,-0.0019194882107901135,0.014476065139521996,0.027418522145387873,0.03028323157120494,0.008314089593768531,0.0574013601009412,0.0033278014481365635,0.023326066386819173,0.01654190823715309,0.007569644167585914,0.07296562277456749,0.07340734101307413,0.06812937663777781,0.06523750505783069,0.6698638278684137,0.5538528060049315,0.07350790579944962,0.06956876472164654,0.019534236514640504,0.021293384094862314,0.027640921223547193,0.026201326122730153,0.06530330840927398,-0.003997052227891086,0.023670479213764386,0.052117102417434086,0.028310896503929227,0.036483938721833316,0.019417350571164754,0.003490952685037365,0.04240573080625123,0.025411293452744597,0.006401510377976288,0.030827535832121493
Total Equity,0.07808785135970493,0.06512376975446388,-0.012185077918589773,0.0018317210416529837,-0.013307534346232967,-0.007198164168557103,-0.01945686705819608,0.0025772786892112164,0.00704907776732352,0.008060413826517603,0.002631925237549351,0.006690861841657001,-0.0002886475649993203,0.0045132910983577395,0.013781965635371266,0.037610088757527374,0.06213286089550565,0.0547186008779855,0.05060269500930951,0.009208234521802337,0.04035029468691251,-0.012117661665922387,0.0279162775531487,0.029554879950105,0.011228433426395217,0.040163201779997035,0.018409755775250617,0.04585661820221319,0.04276677196104925,0.027287411541326346,0.033083235213964356,0.05031994183946322,0.031247828217571244,0.01883317299680779,0.10577998566592682,-0.046453298557383706,0.07166663306437582,0.010158624446330613,0.021055600613328087,0.06662851913890526,0.07599417179023418,0.018659388194023258,0.008742660591099502,0.006134746446203019,-0.033073137609139,-0.016353714567294356,0.018073973524613377,0.005383901210306411,0.03789986839754963,0.03689560823528029,0.04012146880823588,0.013512368134891659,0.028653334859683622,0.028868434522413843,0.020640716429557605,0.004502657427672761,0.029780482433782562,0.006575238552187947,0.02291636948183054,0.027242535298324783,0.016077283681939086,0.023036099239745783,0.012828376220519112,0.015355203984191034,0.0243390653166161,0.027559886031747378
Equity-to-Asset.1,0.057587541601435276,0.06348271360969995,0.06626606770708446,0.06720206089573316,0.18605902867059063,0.028985506971613256,0.03081558398849686,0.06593443539965357,0.07100807636217923,0.15978048967951114,0.010080966159319285,0.010347683800486934,-0.015322974350666315,0.01921036659243563,0.10471691040142483,-0.0425586953654154,0.07114631109638185,0.05174415396790839,0.09691419853698356,0.03743035914273618,0.07034137143366562,0.12996811487241566,0.08348768844638595,0.08978145032236717,0.08629700052407079,0.080423687471793,0.1343370802547415,0.14001513239156627,0.1288170048795147,0.04977872127831765,0.07641306253106313,0.07566052354773052,0.05717818778535586,0.119474413702268,0.06477646304771509,0.06376207826000381,0.19490197176512275,0.1493823220519305,0.1303453209337582,0.08808818443153621,0.07421627825602319,0.05442456811633172,0.08934742803482942,0.042442780873601094,0.0360534000578201,0.03065146906816476,0.04722760080482555,0.047904476460478976,0.10803732032766074,0.10194347236979209,0.07460404015753934,0.05400890974758461,0.02988569351145238,0.20215915997944003,0.0810198047524232,0.00706116563394526,0.061433302763405515,0.008439333326386413,0.0009084109659887297,0.0997258805679019,0.019775843954411648,0.0433957763547602,0.07275060820270161,0.017058127809105046,0.1380072854182887,0.17666636470760164
Net Income From Continuing Operations,0.009281080813580016,0.03809076006362874,0.007041106557156489,0.03942717353439075,0.07740591458628454,-0.019277572538558836,0.008573368282634233,-0.006010051252212914,0.05915886896084118,0.29869578191809754,0.07764912734514108,-0.01461069618852939,0.06090048774483577,0.05696499017427184,0.01151707015533334,0.03846775117588794,0.10434397651067553,0.13536338991208408,0.07907362284208844,0.07405049485384194,0.10127498504416756,0.12095570911430975,0.041394517937758925,0.02624753255531813,0.10635201240132533,0.09878666907127948,0.014334555657722422,0.09480634901940357,0.006391361308900428,0.09023648995770277,0.12246142526269417,0.007028554829133082,0.010624603040774073,0.04415106072085052,0.03269386378367825,0.04645450470595119,0.039632238411266944,0.013990550300520318,0.010027848239718098,0.08148966123248903,0.0026460314998314315,0.09365516601355628,0.03644566314980708,0.06735972763950987,0.09971376176658138,0.18706763536771603,0.0489235897426896,0.14298723867663368,0.14009919959757422,0.1392260129644206,0.03249122003092854,0.08989968620414733,0.049668322605651814,0.1251963716217024,0.11874185108278712,-0.011234783425067443,0.07026042997083307,0.07640461320483066,0.02939490196456828,0.05575131765056734,0.02356274430606096,0.0552275904787101,-0.002678961565748427,0.004252016079689253,0.011955060916000411,0.009619178524073266
"Depreciation, Depletion and Amortization.1",-0.04819970300213866,-0.04817669970996283,-0.05289078477902315,-0.020422105542252725,0.005778218270570667,-0.039585838086126875,-0.01209645157901711,-0.034578923250960916,-0.04203599708678209,0.018406742462142512,-0.029077522521732964,-0.0713713892586205,0.49632043205475673,0.4832719226841331,0.8547481827242306,0.5367334098371905,0.043604281384859424,0.048996453753811675,0.002499040025212213,-0.023004405747983177,-0.006915194695842131,-0.021945894537589897,0.0033322186241521944,0.0016612850675759138,-0.024464620122476605,0.008459841911408948,-0.03329707673177871,-0.04482801153214234,0.056367940372295054,0.0072376780711369175,0.03391423393832885,0.012672617462443091,0.019197793089157002,0.009378558758613893,0.023481707944634448,-0.02616748814517478,0.10017667774104749,0.045019540254576516,-0.023954868584060644,0.03117929231589345,0.019834450067583092,-0.007761819347520994,-0.029388726950118085,-0.0004751294177164937,-0.0018581248014422147,0.003142631033459577,-0.01191542721858349,-0.007147705453761249,-0.006257073579166567,-0.011753696258235764,0.008066575256106908,0.015651429620840415,-0.04222805868883685,-0.0017156162875627654,-0.0048290894670002405,-0.035474872645780746,0.02067153108073858,0.5448551276599601,0.5091920782712069,0.29403036584102626,0.05921528745161411,0.026258944320593103,-0.03254029988520083,-0.016818086077824434,-0.008166887136828624,-0.00984824676971368
  Change In Receivables,-0.04409896179201752,-0.04040674731687212,-0.02145850644145439,0.04547713102850816,-0.019093889828981574,-0.027497737010012093,-0.0205529007463834,-0.01811021495242597,-0.007137153994725364,0.005482387373706535,-0.0267808668305714,-0.04237206750412017,0.06884448781793304,0.05795461097333347,0.05041006766052648,0.04442605167457541,0.05894382096194819,0.10026585141565209,-0.0085354828106797,-0.016703481717268737,-0.001271883341528231,-0.018893070466979932,-0.002783619009291978,0.033425310844678174,0.000682489241000046,0.0481414475583075,-0.015473244641091038,-0.012039054362115524,0.04841768738346324,0.03310764383639109,0.03225041736148524,0.12482126534146142,0.062248799695463444,0.009834775980793336,0.07174627944885655,-0.0417564747903821,0.03826765086678146,-0.031244391463910132,-0.014002370238161572,0.05279861681885538,0.05481947887560678,0.0014475813216544892,-0.005972658979191645,0.0008187755744278229,-0.027260016520181174,-0.0165728101740925,0.00037888078043911075,0.002043510683872346,0.018681058361535094,0.004957869938766411,0.00180090609393469,0.002584110014571676,-0.02404612518602371,0.008692443027356363,-0.003840237375677606,-0.02379781574815787,0.004924451460582989,0.06660211561916485,0.06076757200675764,0.07002204197103537,0.06120921221479064,0.027188840786135794,-0.0035318487489370293,-0.011625114550944662,-0.012393973245011817,-0.009632503323187533
  Change In Inventory,0.005569360915012567,0.016432914472200646,0.011908707303486601,0.00420272821913367,0.10024556433469427,0.013670896559100885,0.024113104994739586,0.018080266079814705,0.01645909364581047,0.11607402951935253,0.014835946391325088,0.006990259887858067,0.04009033016982453,0.04428585548862201,-0.008479003913146542,0.04429649122478822,0.07280629196318172,0.06555821250394576,0.005442624182461948,0.02223763035314594,0.019062548940186982,0.05484678859668089,0.03093014539360188,0.04814244569353872,0.04999533340972617,0.061079121901166676,0.04041544183256865,0.07047830765613704,0.06349667665703364,0.008537998227696351,0.0414306094381009,0.07292416667816991,0.030363326375154442,0.05170023606335194,0.08281405656175352,0.046997692794665466,0.0487999341205832,0.038353774037795885,0.030865971489699415,0.063574207935619,0.06715954841552237,0.01524851062789846,0.0511202739646185,0.04965379051615563,0.011597483240361564,0.03810672061097841,-0.0039824456794941955,0.047710930237454145,0.04657896187755592,0.05198706568355122,0.023400320118247112,0.020450651854880604,0.018865725013886957,0.14055947135944408,0.04239858981015822,0.014847541287798145,0.021003165833298077,0.04135433102436589,0.039159401985584125,0.040930151777158016,0.026547932912353182,0.03476674714606429,0.029047291851542735,0.033832373896741055,0.014655188433741449,0.006339645751758337
  Change In Prepaid Assets,0.09646030311046168,0.08032563597758177,0.09587615271603875,-0.023108245773977305,0.02221291945249199,0.09124193849275905,0.04935068440011976,0.05590239266717655,0.03986520022871813,0.07678419814029463,0.07759453955982296,0.08604285586301577,0.053660844546524436,0.07517387540757671,-0.02170439800064166,-0.013679573137272031,0.013031971642021101,0.017104199799108193,-0.009375470638141242,0.06674554900102574,-0.020865525510506296,0.031161733690337756,-0.021089368414731045,0.06906555843236363,0.059503918738348,0.04416523186571487,0.03619556854071962,0.02584957761019454,0.06451452140630358,0.013899479086219817,-0.00013486122808725482,0.005091210274024314,0.018378252730361894,0.03654025851996292,0.005548220934152853,0.004893417125141797,0.10491048651670107,0.18981328785081059,0.11798632763349184,0.01662962734759514,0.01054424967803816,0.04188253984508916,-0.00685704247229311,-0.02249336353559783,-0.033988762245270726,-0.025697247115007583,-0.03952896941302579,-0.01614103156840992,-0.035072051490991296,-0.03302556689070357,0.01881206735637299,0.0159815990367058,0.10649215793755624,0.03247290395619154,-0.024611512196787484,0.12404217087601051,0.021302838146765923,0.1691409261077463,0.1966502854958351,0.05373304972768835,0.16188325011484894,0.03282985676843627,-0.04128303505251471,-0.037160106183465026,-0.0017732571733732015,0.014780372684672107
