,"Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Share of Profit/Loss from Associates, Joint Ventures and other Equity Investments, Non-Cash Adjustment","Dividend and Interest Income, Non-Cash Adjustment","Realized Gain/Loss on Disposal/Sale of Financial Instruments, Non-Cash Adjustment","Unrealized Gain/Loss on Financial Assets/Liabilities, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Other Assets, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment","Other Irregular Income/Loss, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Prepayments and Deposits,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Provisions,Change in Other Current Liabilities,Change in Deferred Assets/Liabilities,Change in Other Operating Capital,"Interest Paid, CFO Indirect","Interest Received, CFO Indirect","Taxes Refund/Paid, Indirect",Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Intangibles, Net",Purchase of Intangibles,"Purchase/Sale of Business, Net",Purchase/Acquisition of Business,"Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Other Investing Cash Flow,"Purchase/Sale of Other Non-Current Assets, Net",Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Issuance of/Payments for Common Stock, Net",Payments for Common Stock,"Issuance of/Repayments for Debt, Net","Issuance of/Repayments for Short Term Debt, Net","Issuance of/Repayments for Long Term Debt, Net",Proceeds from Issuance of Long Term Debt,Repayments for Long Term Debt,Issuance of/Repayments for Lease Financing,Repayments for Lease Financing,Cash Dividends and Interest Paid,Cash Dividends Paid,Common Stock Dividends Paid,Cash Dividends Paid to Non-Controlling/Minority Interests,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Other Changes,Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
Other Income (Expense),0.1812439036789054,0.11459176993210321,0.1904543068728369,0.2537223725570342,0.05649156455004863,-0.029116558490852075,-0.028612374540863468,0.0056835601099901835,0.09955402754640952,0.10021465863718554,-0.011181558421687287,0.08552344759106101,0.014809942696670433,-0.008971114886987088,0.09760332293001482,0.05776181630576118,-0.013465732928842473,0.03134336471806934,0.0164103802991503,0.07402665975464362,0.06847130214287257,0.16583132954759078,0.16684683986469984,0.181433813552105,-0.001787479003172441,0.2007737714916164,0.25414699673106644,0.22124484839543504,9.482202001790492e-05,0.05183081580125219,0.21009969507115486,0.03098917306911456,0.069110558098622,-0.010705340916126887,0.010079830908599098,0.22611360355713214,0.31302296582622935,0.15508941642623217,0.1277423524608184,0.13586662328364807,0.15726105971375062,0.038303136610463806,-0.013306542813505498,-0.0043989086541228965,0.012980174218064694,0.017874911829886903,0.014427543170068322,0.16640899802454348,0.012074830489388805,0.13624370031771874,0.023546467461305495,0.1735499936964632,0.16684428835536266,0.15336290956401763,0.17575793144562282,0.12624017252487435,0.0025560482442670415,0.15902706008305945,0.005744008960546357,0.1356244247827882,-0.010820046862452146,-0.0068732719433998715,0.1440334788318388,0.15128214354127256,0.009498421859816778,-2.997052540829829e-05,0.1577538339768367,0.14731177877070145,0.10844429649479015,0.005406990960419822,0.1484455750947853,0.04282418914765563,0.06773999939202778,0.15313370608725632
Pre-Tax Income,0.019310072683198613,0.012485972521240937,0.018715897897699566,0.11289314968591632,0.029342268400983893,0.023330663957866978,0.023514902943872495,-0.01681417392881622,0.10559754653036688,0.1277050793518825,0.030715484883287507,0.07054896998156829,-0.008306634043518595,-0.023238767060420107,0.10227982201636553,0.03401494950903665,0.028427433894533016,-0.02401051593542822,0.007568933636748993,0.06997770435628343,0.04220427212077196,0.10505703567947228,0.0314404966414666,0.07753137870973599,0.0023603184739800736,0.23352473256836254,0.08231763074684056,0.021708310394173518,-0.0026004217092108033,0.026398118549266717,0.02111670984310131,0.042408731533746524,0.05206354199988809,0.026871321991918884,-0.010513487102002592,0.1258703966790516,0.025336985152756265,0.007731081970316152,0.009381828920223621,0.1017508261302968,0.14636996806206057,0.00470730404035781,0.03864144414713091,0.044711689345350206,0.02108470501616716,0.02365252831445445,0.006898282043607101,0.056439384731278505,0.04787543766985989,-0.0018203662133211072,-0.014483262157336507,0.1361970880183909,0.1313334893901894,0.03995721513187163,0.026651310982945188,-0.00013116506946629202,0.008041158281022844,0.09083666096032435,0.029410451484101933,0.1828727742435419,0.03534831876593935,0.02112418638976978,0.19149490643689895,0.1796979831833133,-0.023329383201525986,0.015669268433051723,0.02057411352944344,0.09516408597950811,0.043265860818794875,0.006994313039030904,0.09805274531718883,-0.0024500950016298545,-0.013879377814209972,0.04111801130718763
Tax Provision,0.04209558800906343,0.03802730015033822,0.05041251971800629,0.04969885574625876,0.042805288522221006,0.03538790236490973,0.03451099909820093,0.00993168093385763,0.01740357611321803,0.04923419192410307,0.06911518349332159,-0.017379655171106442,-0.009231399187438651,-0.006944340179050335,0.043240808726064804,0.056273316564922383,0.05188944032831618,-0.004254872027467633,0.03716268642999675,-0.021662924159990757,0.06770800203104152,0.16824925789509337,0.06648748186252737,0.0460872979263061,-0.008370166822214236,0.1774691383712128,0.05262616209578533,0.042301578523087136,-0.004903256854207698,0.16731408868554412,0.02922136746809151,0.06677205146078144,0.06638599677787275,0.060731371629243705,0.007764927989381822,0.14662807100663297,0.05813596779297922,0.06782892981690021,0.05759016269460096,0.17543009957429057,0.17970819378412872,0.03592462429865628,0.03662547480611225,0.049361539868053986,0.06716274997075167,0.08057995423846026,0.05214481742364699,0.06652061839807444,0.04837832379112601,0.016693785368701402,-0.005458743492481055,0.16547428349853227,0.13371682918297295,0.06883432488026249,0.06872871078094811,0.030225152261652913,0.03823899186507845,0.1420293496380876,0.05205386430801196,0.18916386184917194,0.042816516981744115,0.04033984009727427,0.15894716665160555,0.1672100395115956,0.01600872375195071,0.0180022219859973,0.05891093450916348,0.17108115101960242,0.04909701897232351,0.054060162235045416,0.1663525500733323,0.01997962662797785,0.0047194311411849375,0.05279118739410944
Tax Rate %,0.0990359897625266,0.09480456461855809,0.12629935235738526,0.08053261103209655,0.09417316223771506,0.05721538926653663,0.05855614111276473,-0.00352535669385054,0.12425556545067845,0.08249041915254728,0.08530534381889207,-0.00977031135614641,-0.010085413343328882,-0.007469412501416199,-0.027006840349088672,0.05854847705930852,0.05892124065022139,-0.009681803787542754,-0.02786167783616706,-0.019159401735906093,0.11320407897797627,0.08047147120533518,0.09553000493685018,0.027774393973135914,0.009957766141180638,0.09450680206250849,0.11440493367035254,0.14546947162527343,0.010781673254035834,-0.0011135541831580444,0.07676649648774622,-0.003460831985068874,0.03353090259817466,0.11437553210456503,-0.006466799602559796,0.179524408256596,0.17631032428792315,0.032851980602888284,0.029507106762739235,-0.023455540433583333,-0.04419934388310832,-0.01624183025318427,0.06884995699393757,0.07149205134336392,0.050945319316373215,0.04391837183923914,0.09142274180922165,0.09435942643591987,0.11294914220899148,-0.011076523111140345,-0.004964463509030706,-0.000866253234789025,-0.007784303160680679,0.1350113489917512,0.134238780429071,0.1124004468864765,0.06999095400164891,0.07541360414652895,0.040223441459521135,0.017707717114542772,0.08455819871828,0.11301419991801206,0.033266814460720294,0.05558072899855475,-0.015388712732101418,-0.020949615316667648,-0.008648839901601448,-0.024826881901835116,0.13835268615916888,0.11159351920514114,-0.025157439655517738,-0.009569155480222755,-0.002178028205038025,0.092638251499184
Net Income (Continuing Operations),0.15878669122511166,0.3245634841880284,0.16402968621688596,0.14461595137034597,0.03388171555940181,0.049736533580855335,0.05665853770019535,0.02950445213395445,0.12767054072296433,0.1333844476985619,0.04456144076144615,0.026573618993604907,-0.006315275426985336,-0.00681167986645434,0.12243250827404913,0.05852036526920367,0.025364221076839295,0.002484908988317335,0.006651720926591123,0.08048791583103389,0.050525040519508305,0.1971712192273319,0.03980872866750163,0.10349902208071451,0.007874961009350302,0.1432036994236133,0.06165436317910908,0.05664610024052248,0.0037507657048420733,0.053904978914126905,0.010067872992033072,0.0449069612390711,0.11472572511769054,0.0617106482091461,-0.007485331919013241,0.02401437142240769,0.12100198069652474,0.1892942522706748,0.238700089420581,0.1301237443535312,0.15208227237493485,0.0030158099544235896,0.053657981698115434,0.039187634454158314,0.08233355131437022,0.03555710021864977,0.11244991338431093,0.04539484241666592,0.033758751790593074,0.09358092380143716,0.0543580187535508,0.26992817954865866,0.29225621176189365,0.11597089221277207,0.030735861177863408,0.061139532271556614,-0.0052168920341316895,0.18224257689032397,0.06384745941204484,0.18690603170678355,0.01963428419478374,0.029778210807309583,0.12577620186621455,0.11114105616239565,0.0007485861243878718,0.02029275172819999,0.11992501212478218,0.12768967926323255,0.04270492696660967,0.03451206553120164,0.15941996513694714,-0.010876358705382437,0.030751995454106493,0.04383290636430919
Net Income (Discontinued Operations),0.07908115363230081,0.05148527397368672,0.07834874023752048,0.07923414992492292,0.01340732953713725,0.014131139009886304,0.02179127224084311,0.03338159659505638,0.09998337977328611,0.11482763416946334,0.08216774308407618,0.04501654894500407,0.0670504403485646,0.025343130152383365,0.0797948373843876,0.05423201036206183,0.05415474309674725,0.06768759838278916,-0.020477278736356214,0.07484220365210592,0.045100837928583645,0.04222053372227774,-0.01053661448526163,0.012418612378058021,0.014481434212340664,0.04520490748092331,0.11075485222757965,0.009623809714840103,0.014285648749964453,0.010176081092734691,0.03173574649469531,-0.007043686802154557,0.15424632144193823,0.03318525080110683,0.0994359568822146,-0.02934336608845592,0.06129036250348778,0.06486521624909114,0.05528901494636439,0.10980358693244367,0.06653954304822764,0.09125655094363301,0.030910902519853223,0.01918872209340958,0.04536154648195124,0.010165699177704829,0.0923806250901822,-0.020680771486618215,0.00819270245597619,0.1033002226464056,0.058822654900090844,0.003151669706110999,0.0373206488011485,0.033457965362223424,-0.04689484464850122,0.06384569087965494,1.596613371424591e-05,0.006242626451866036,-0.00356591095979003,0.09635406764712343,-0.007085134744969289,0.013287400147934695,-0.011324229976454887,-0.04113168404677711,0.013541178307797542,-0.017742143452917948,0.10119407284363659,0.04383532229278263,-0.010610242613065273,0.016594402410926,0.04204064667311122,-0.0053022047449950375,0.02448863322322531,-0.00978803910632821
  Other Income (Minority Interest),0.057275620092315946,0.042854414382954654,0.03974940510502458,0.14270906707701886,0.01911272472246628,0.006192834113684665,0.02799522747852346,0.01342486832628436,0.10966984585231361,0.15585876415580405,0.1317671845772023,0.08964821693516437,0.03092357255300704,0.0901804691391228,0.13478426521755757,0.06906805257071873,0.05843447596804044,0.10539651015335384,0.07503126020884286,0.09374637821802297,0.07069881963458108,0.21879732788125764,0.21645728734391373,0.25041386573041663,0.03135875002459344,0.34771219846085294,0.19935942893781466,0.16581559621557837,0.03327726562642738,0.07951349128767336,0.27084794539031337,0.05459873670750522,0.09916068319922525,0.15596891835589213,0.17189025479036305,0.22078352830463416,0.2310346266986085,0.25095952473474475,0.21334214643997895,0.19735989050865124,0.1964203750631056,0.08241798201383845,0.0399817449503986,0.03902057654543284,0.04030268144015644,0.03838317150627497,0.05033478063218414,0.06052732746755926,0.03744917812125236,0.1762438619834264,0.04249988981018823,0.19948172045281184,0.20501627281372387,0.06577998834220887,0.07227129068863972,0.12707748530723406,0.035637827480026286,0.20872203489238245,0.0374728142104102,0.2224957836602296,0.0385369678744532,0.03778942509264719,0.36005439874107287,0.18372973541562929,0.022283112132822074,0.129385067416049,0.15263200935868107,0.1935143213502346,0.045890777363684486,0.05187279969018701,0.1942002186334508,0.04685672124122045,0.08625176432184635,0.05596818909673779
Net Income,0.049233390760419674,0.10876840822978077,0.10614834210346763,0.13163112362394905,0.029060024976416254,0.010925825039218365,0.010301550289428682,-0.007923059411468881,0.10726189327624439,0.09648520127321972,0.013147744506412328,0.08130107071299658,-0.012921180818768753,-0.024287138319465162,0.12165450937403753,0.03978592831274184,0.0194949363245182,-0.018278145884564966,0.0111108013286788,0.06384287980285777,0.051060690054112755,0.12292532315513531,0.050814059346894584,0.09204824395529256,0.009166659882155525,0.13051249132720344,0.10472065070869344,0.04411219901959295,0.005788221046291758,0.04952622548061434,0.018335321237895236,0.05508507914072434,0.06087735333411606,0.051839200408366023,-0.008962050500830654,0.009999130513640226,0.044348659011147845,0.08616481246428342,0.05432264006526807,0.0837954678425427,0.08182216766914516,-0.003411261904854186,0.016851774967122132,0.038838994575382396,0.018572239307234797,0.025490709746140067,0.11203323860317078,0.05238805556934145,0.04397038039379771,-0.013092212704940627,-0.010697619440320773,0.10547179533414754,0.12071193380479893,0.06126284824384641,0.03564048366955181,0.08669868681390007,0.013844683545293196,0.10899884164497234,0.02547260765201935,0.16703901591679968,0.037037720044823516,0.031064211425533943,0.1077609243118671,0.09686018180697908,-0.004507015844087471,0.007168698764506109,0.036534675047348336,0.10302073559556388,0.06387637699430009,0.041149628927037996,0.08200479462133668,0.006471440807229379,-0.012300365293786912,0.04480994446776485
Net Margin %.1,0.02845993983092825,0.06324747099900667,0.07271181088343164,0.061150474101969644,0.06284143629489247,0.06264453715677022,0.08668809309162943,-0.005274103766513183,0.06406545052383476,0.11229964546011896,0.08195568993289588,0.0010143020157654288,-0.009160169812717413,-0.007069431338683124,-0.025842078179432255,0.08366801113729956,0.07821325364544818,-0.006750702814450767,-0.037561022110111184,0.0016602493538155874,0.10381455131412791,0.013045093917009908,0.04921212414004337,0.025833711906467268,0.013559725738041064,0.09174396414077553,0.0662211657427412,0.0804512026370176,0.013023877424720184,-0.014374409812240103,0.051533209592320675,0.015119165446993882,0.036658647164198345,0.12567838280297983,-0.00760892890295159,0.03899040176015052,0.12697487963759185,-0.038518997946596044,-0.04655729246697876,-0.06517286256690388,-0.0674599384576127,-0.011633471920157512,0.09413680299383982,0.10751142673800398,0.0828629530067897,0.10705394351642328,0.10909978075435789,0.09997936727296619,0.11513322894146466,0.010487900806803676,0.005579060793847597,-0.04472817525676009,-0.05398774176000269,0.12028642867281557,0.1308913125523903,0.06687880795942866,0.07624746760591805,0.015822033574490232,0.07730626103861186,-0.035046462000279735,0.09552382121142138,0.12607028766057835,0.017202669784559917,0.02580929039144809,0.01227163704264033,0.011285543743274853,-0.014540290207759054,-0.047348332694472445,0.12445780907325654,0.09647753382378191,-0.045612939763008724,0.0026216338427566266,-0.009843133835085498,0.09298163586504091
Preferred Dividends,-0.029689018074466014,-0.04512548460783945,-0.008921873672641398,-0.010965798498394208,-0.028596530060893723,-0.02822561342203214,-0.036498540312554464,0.0042574935742494095,0.013604702374154275,-0.0008891878911533725,0.0049260973468105845,0.18446784696112806,-0.005755304481616678,-0.015151522081665479,-0.0018347261070541018,-0.0640072979761313,-0.06732044181499655,-0.012450568936558045,-0.06216722649317535,0.022719760177984095,0.03812674051273372,-0.03744294835024176,-0.0019223593266155118,-0.01674242001926306,-0.0013129434299982332,0.026366948754424916,-0.024546910813364523,-0.01485139417929174,0.02533973903359239,-0.014974906845504244,-0.007930365551713392,0.03719985011431308,0.06775764995344918,0.0071014428019384596,0.07237283886011384,-0.003977081554119162,-0.054803324643102266,-0.014238396498171445,-0.0547018957758184,-0.003178437708308571,0.03842829444660928,0.07011425895478215,0.00859693558216567,0.013826198151502551,-0.0006264395821813313,0.004484734812420184,0.017784701577856884,-0.002094745277698979,0.015778867062370448,0.1684934802913356,0.026187407555771553,0.0001555837341659759,-0.03695203208654452,-0.047750056300746795,0.007742570365323265,0.003928395245674244,0.022261039919187993,-0.00722594451937408,-0.007399843854457337,0.09613357784866293,0.018119432231673956,0.013204762870983128,0.22573503574563636,0.2487862959362757,0.19811422832059145,-0.0015754228502748917,0.11096552635795894,0.019126227887586007,-0.021465276520725843,0.015661135702361495,-0.010420047072480555,0.027199542293797993,0.00048379916881822983,-0.0420583255100769
EPS (Basic),0.03912260128166861,0.038822264858111924,0.038926529852518404,0.05562578830954804,0.07970665562690339,0.05753033484745559,0.03952780842512254,0.062597473099604,0.04679155779461195,0.08034292628035038,0.080164113696398,0.03677748251289276,0.03760714930934509,0.035708765121177995,-0.0523758477959584,0.11189299754249024,0.07532144049132201,0.03603789977204519,-0.03755099151484623,0.036845463841932415,0.15447574783404097,0.008852698405029426,0.04261011464273735,0.04195062198100228,0.0426116789690818,0.07794205283412602,0.05067818594614066,0.0401259703895927,0.04428337218943104,-0.014326471417353498,0.04131225479146039,-0.05133720796576273,-0.02889471197849603,0.12316132794458773,-0.007719286245699713,0.10842217955915688,0.1007049568215044,0.0272162731233555,0.027263181296893552,-0.017962364606134203,-0.017776146785335643,0.022784205615284995,0.045789286338154926,0.11718860285584695,0.11272494910866027,0.10998141000136855,0.06670137585323853,0.06106521176431544,0.08680947750568854,0.007489162116719738,0.03705429922482637,-0.033368611362055205,-0.03372583121287535,0.11616707950533617,0.15614211327808122,0.03575864269494617,0.08048360069976376,-0.060830103929543536,0.05362388603257318,-0.012610796279525988,0.13472532957764657,0.17069471978395356,-0.004234337615032847,0.028496046942221194,0.05473922715810258,0.0014365426970910661,-0.04801199700738773,-0.019570360609171306,0.09247769877414744,0.0809966340523183,-0.018360523394061266,0.11877823981193512,0.05641305335768023,0.06032597570630492
EPS (Diluted),0.03912260128166861,0.038925271697620945,0.040745996356133136,0.0838136771121995,0.07990297645364569,0.07369045374606807,0.07433987096328393,0.1162100768129859,0.039543600663461305,0.08134818035601261,0.08005221815122855,0.05039605681041302,0.03652367990010864,0.03716023111600939,-0.042256615260651643,0.13573008031830872,0.07897763416787726,0.03803884597972263,-0.03553794439546911,0.054556386033707056,0.14999560048264945,-0.020453995252408208,0.09951421652717655,0.04812624494477179,0.0499584931547901,0.07459459813740556,0.11694225940537549,0.07054630321855516,0.05828334028323699,-0.026387578676364043,0.0581163773696612,-0.009827045249698754,-0.029970845128513134,0.12752091244873726,0.009182414371353077,0.1371316860656938,0.09572985792184961,0.03316466504999112,0.026989042086221608,-0.04486997801965227,-0.05090027246931445,0.02349265900976217,0.06580240237838575,0.13917729735988812,0.08027060678609947,0.07412652696068203,0.08594148116912102,0.12260630563933995,0.14502157943962649,-0.008382602824964499,0.03602194163138387,-0.03425597927132673,-0.03410442641876353,0.11583349133143263,0.12300654305596533,0.0682330173550017,0.09043410074358625,-0.049367758523497535,0.11617363100617771,0.04183963257034512,0.109780349303844,0.13693361371817062,0.03187880434197785,0.031109981063532126,0.08933416882398652,0.0018322157768100615,-0.06499263278587468,0.006368203276929446,0.09357980334087956,0.08813258146710312,-0.016014275853007198,0.11348786671668996,0.041717412714570155,0.060626428743095685
