,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,"Dpreciation & Amortization, Cost of Revenue",Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Stock-Based Compensation,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Other Professional Accounting and Consulting Fees,Telecommunication Expense,Insurance and Claims,Exploration Expenses,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,"Other Income/Expense, Non-Operating",Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,Other Irregular Income/Expense,Pretax Income,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
  Change In Prepaid Assets,0.046431197252569,0.013487746862429869,0.0317190755803164,0.042520181015553805,0.09410778241521899,-0.00887661988325155,-0.0164749168726053,0.10140420722120859,0.12696793974914114,-0.000600932625412935,-0.010101001824445692,-0.029002942938030157,-0.006876839378022755,-0.020280388240685194,0.03468387443178351,-0.008461125180762823,0.030633932098285053,0.02696434111997552,0.07026471285433084,0.017035293303938864,0.0678759682312667,0.0028202294976836084,0.01900301839428641,0.09360897517301082,0.09154989944507817,0.02310765426435645,0.0025107536269544056,-0.01175671699301512,-0.008007534512502072,-0.005002376764777214,-0.023044037505501398,-0.02205498658822168,0.01881206735637299,0.0159815990367058,0.031787961347671,0.027041733477297467,0.02409311329652316,0.06125745743887771,0.06718221183869566,0.06666240359484431,0.06458686357895288,-0.016937485138331203,-0.01277288849214899,-0.016464491955103647,0.06760032458987174,-0.0368567203030211,-0.02283465368373707
  Change In Payables And Accrued Expense,-0.0069076807021148465,0.05367542825506047,0.01709686216610131,0.05959673977277478,0.04226141282349467,0.06888540232583415,0.0751950124355883,0.06226999305122422,0.13401012809441898,0.07468447492007824,0.05483334079507086,0.05524997043872406,0.016602981083859582,-0.0034602948965688136,0.04848809508713051,-0.011951870756927179,0.11898116471807163,0.11222650156276893,0.1005155355905092,0.11772581109934356,0.0459765753365832,0.09605536132394238,0.05100328211155958,0.0060141129782082265,0.01890333846495094,0.07133638478737213,0.008747077545567198,0.06149535243135852,0.0642509123492157,-0.025232393381234768,-0.009110379027576642,-0.009507404156897159,0.06837502745482117,0.08730284421842417,0.06829495110995441,0.09400555365390721,0.01482175776420613,0.04239522260617258,0.06734887119042103,0.06516118098927075,0.0954794862700639,-0.0030462211200877817,-0.008093135840656058,-0.0462399271456056,0.06757602925490228,-0.06848619041293699,-0.07546101487126947
  Change In Other Working Capital,0.02890776871245322,0.1031944354585946,0.08427198186128837,0.035852186540546484,0.044700337999308073,0.07233227247813542,0.052420852413923,0.007990138274088811,0.028352560592778707,0.05249093149960373,0.05974958171280304,0.08823884718760473,0.049594264247303343,0.03224499372883965,0.06585133642825013,0.07871210048374798,0.14033995455194115,0.08956984066202733,0.06732252478874216,0.12440076755619446,0.09762585954721135,0.11021316449088193,0.09165449426243205,0.12151038101285706,0.09283488067677917,0.08835443497330397,0.04808928519249889,0.049821394908779425,0.053981407008868325,0.051625581025621904,0.04828446993311379,0.052514543303625844,0.05011363437960214,0.05495163186268104,0.049987937202128324,0.07852033890297896,0.07884282049320035,0.07776373285451069,0.12558684526821334,0.07547900666225996,0.12598146230115712,0.017917089072205617,0.01808122940669572,-0.02854346585437279,0.07544759982227632,-0.0324899662928346,-0.020555473949554443
Change In Working Capital,0.03036099441651371,0.10142569317898266,0.09187991327907004,0.026850565708942033,0.0418372078318164,0.06333626268743552,0.04079688611397003,0.012072101180731595,0.03049181452146009,0.042159224121704156,0.05390858368732765,0.04652610093336415,0.043771934043581456,0.026553949668066113,0.07583944166687029,0.06850036158413278,0.14621855248367452,0.0973946946088424,0.07425694720661512,0.15183966225051393,0.10509257281911305,0.08139045101696633,0.10140354681133937,0.12833652935391598,0.059754766052201654,0.051676109300327545,0.04279473680541345,0.03839511490181331,0.042173761178037436,0.032735998021500665,0.04168830994668788,0.042775468480463236,0.05701698882507877,0.06418970491110813,0.0640517690024421,0.08430203643299788,0.08019488153137727,0.07329106782508288,0.12554666180980298,0.06941904526350341,0.11713156416271214,0.01908558023985783,0.02426467936054873,-0.03194600292476339,0.06941904526350341,-0.03659255956077237,-0.029948292322099303
Deferred Tax,0.05804324842228076,0.03145935932676264,0.03233353440505484,0.05263849011614099,0.08038211755398239,0.0022840486891477782,-0.01672701904231915,0.014455310654354663,0.016199916614371743,-0.0036351816082938575,-0.014092054335028704,-0.007460543333014576,-0.005234578208463514,0.004987166181403132,-0.017090633431686007,0.0011076554764688513,0.0793372430810277,-0.002467448076113781,0.015178891116902696,0.04949760702947135,0.06117807160003806,0.027633968583369507,0.03810215034514458,0.027110508967366796,0.02423347584994944,0.020521343999213154,0.0775483998778759,-0.0017442494732544892,-0.0006394616022432427,-0.007310140719701121,-0.0015282865976402689,-0.0003210964913648792,0.00846583055215679,0.017386653874184796,0.030626701505320146,0.03820593541055765,0.032046286336740275,-0.04246551544135599,-0.026743211207566682,0.03953244562839231,0.008894837757360887,0.03480971831470294,0.042219656387445355,-0.00770128764815742,0.03734178587210121,0.014866097791598535,0.04855394850148318
Stock Based Compensation,0.011123730367475085,0.03059039849153704,0.029483373868089788,0.03472628562855196,0.05003139611047288,0.003588907778837578,-0.0025747696109112797,0.10920826637078365,0.6194945920469291,0.010153859540994592,-0.00635038972883333,-0.01064881959511762,0.022838058298382057,-0.01827253797352637,0.07078687015632183,-0.01787551284420585,0.05022189665251178,0.04787870331440844,0.04939087157054768,0.054258259220309316,0.004054461351923189,0.023137381148093383,0.036263612255393735,-0.015219189148157883,0.031585181016464105,0.03127557003689882,-0.019836443635457494,-0.009351954751447372,0.0032806083040614943,-0.011859888894255212,0.04748652788618138,0.05360199756684671,0.023626578858619886,0.024042962512765883,0.026794217678548712,0.041490341238465546,0.015947440630974495,0.06789457564556065,0.1195002771486927,0.07150666107636128,0.10444420117083364,-0.035166520768702726,-0.024377281212669886,-0.0096118726760488,0.070143747107077,-0.01867134820603462,-0.016939124293744234
Asset Impairment Charge,0.037008098371665146,0.025579587384204013,0.02970861014799907,0.017000205569165365,0.09000075628104258,-0.014540415694080324,-0.02204532796078824,0.10460448419227013,0.09857522716970396,-0.009155631074780516,-0.02756716084752349,-0.02242282063319649,-0.01307625920947579,-0.015867001395701536,0.03122495046209832,-0.01273190002554927,0.03526452270750158,0.07640231461133237,0.10775908218101468,0.017035293303938864,-0.0015516634598561302,0.007160913478186713,0.01743294647857015,0.10464776305994121,0.022404788735312643,0.007143619955852585,-0.010644651523915099,-0.04170828276707143,-0.027307495883807906,-0.0027996985297359463,-0.013393145129846967,-0.0005339240373426985,0.03190445611072602,0.0007017057217656238,0.02529256440843629,0.022410977537860803,0.03368437267963526,0.05838861015175986,0.05449049439253926,0.015870511746301857,0.05696134686916184,-0.021238783751297362,-0.011848685571562021,-0.01805233365654626,0.013856614310856179,-0.05310793188916185,-0.0703032993413275
Cash from Discontinued Operating Activities,0.0027768080986457938,-0.030744005109955477,0.04516376391053196,0.025209974734715476,0.09496159383641763,0.0719447860192619,0.06384001254493399,0.07663501306279602,0.1042503324249175,-0.0021338399316827928,0.009159387506090248,0.009159387506090248,-0.008864086871988752,-0.014972842984882677,0.03683664062005449,0.07800820770463662,0.12362598190955776,0.012844321206812281,0.027185981548066777,0.04059687275666506,-0.0006088713089843641,0.0986528186774459,-0.0018702732836455688,0.022876703545419503,0.016284270701986712,0.015212088979540867,-0.03935954682147535,0.038555156080105644,0.03657878576898751,-0.00499533864365566,-0.01320179169793215,-0.017610458172339288,0.01502931305206165,0.05666766604239935,0.006963892624778109,0.09752218657783854,0.09458444844882696,0.003785077860638882,0.14920794855944577,0.013588421598906213,0.14837791990305904,-0.022149734269676927,-0.012422203497397331,-0.08994915063997899,0.012106675815573755,-0.06472789972060497,-0.07348096548340499
Cash Flow from Others,0.01531750784157111,0.004384581711363499,-0.005922566391059715,0.015039358927086582,0.003617933096355987,-0.0005276158452308471,-0.006707978125113119,0.0018232274084149743,0.01879484311993507,0.003021739245813811,-0.003759143357360022,0.012336468535283996,-0.00022069862394548043,-0.016932791566044363,0.035345080020481374,-0.00490124205504745,0.05385209266181058,0.040817828384103985,0.027085564130487225,0.016303266059310508,0.026301835298957438,0.03080067124225576,0.01726745357004889,0.02797791601216478,0.043154690260565606,0.09793688160534296,0.001656594345367691,0.00021988860889747986,0.004955393040161841,-0.010595951702792136,-0.010570329353492234,-0.0011189125040942513,0.006080705410199815,-0.0023604547543957808,0.00723831210688439,0.019450713080721944,0.02156914237240633,0.15516923491576493,0.20218727905481534,0.14688835854381702,0.20101250194638928,0.0013674019265994446,0.013924709064527498,0.004299172345117095,0.14681526848063753,-0.02576311423122231,-0.008790673372926718
Cash Flow from Operations,0.07355821405343774,0.06391206494421399,0.04695882905427526,0.014638038889975212,0.025609451541851926,0.10141408966011314,0.024662198021980823,0.023826206057639625,0.08066949022407281,0.022450665670547487,-0.00040817204737609355,-0.0029863753721830534,0.042127289359462326,0.0017992822803674612,0.0393544749015225,0.11204329411384022,0.16931962271558954,0.05988243115423884,-0.015712473014482805,0.011996206110735487,0.020530625922911945,0.07256886877525186,0.016847268828552347,0.01871464360408916,-0.0006978554412250095,-0.004865927147160446,0.010449481546722128,0.09363166426375126,0.09406647012173273,0.0032240764894756677,-0.009577840546556995,0.006892360555888563,0.014234110715406846,0.031870606692151665,0.05101563663002863,0.09978744885802737,0.09647939078277892,0.13502203102050359,0.22840028066741896,0.10737969346706504,0.2298358051593129,0.027213304414063343,0.03669055099193863,0.026058302635875774,0.10737969346706504,0.004371509001368893,0.013308032308959128
"Purchase Of Property, Plant, Equipment",0.07893111191162047,0.0889305825359494,0.11739541407874564,0.0925529717979388,0.10147794485461156,0.10577031127328779,0.10109024312138143,0.051206425596191305,0.10641355237617167,0.09111179480496207,0.09567850746257835,0.10875707851023987,0.09858592040807679,0.08904564417043652,0.10219506419091196,0.12810596950216696,0.1813754248809467,0.11267129951088199,0.10828293607178256,0.11304499463935111,0.11606953548152608,0.12076642224388959,0.12156787569268418,0.14947945499153115,0.11028032610328081,0.09680183031921122,0.07581003629234981,0.09575033409457466,0.09499775622484563,0.09817121600731572,0.09897103836608286,0.09612387099936272,0.11461503288585266,0.11318710431838044,0.11506578193779025,0.10438420581865314,0.12145923696461329,0.08199235437165274,0.1261133327834722,0.06678199582189387,0.10890021273813774,0.10223180265237716,0.0976000058109475,0.049736716806871674,0.054384530464505206,0.026871328638643978,0.019988678713774865
"Sale Of Property, Plant, Equipment",0.031957199777148546,0.037329122457114665,0.03416504146034466,0.03187790905928676,0.04538903606177587,0.029874987107928675,0.07319341876785117,0.01151488983672049,0.02745672165991129,0.020557567179033516,0.017636444817794833,0.024358799366228125,0.017502105612264694,0.019592074979393595,0.00752393109246277,0.03684568918194909,0.0323850291735334,0.013257956290708785,0.009279533013621975,0.05054288140177477,0.014802227141224403,0.0400210477216004,0.06951812786431687,0.08951812293795954,0.028134791036717312,0.029314070847311496,0.003983479769456671,0.003290594813565405,0.014646582749562136,0.01533050349344022,0.015686524017255763,0.020990724722831675,0.04027759670104424,0.03867125367712009,0.04676170832265808,0.03261776343082421,0.044285236437509264,-0.03476244696440261,0.025084186248322766,-0.050270371451735685,0.014998125022695935,0.006257657164543484,0.006082007514520018,-0.04458581513173069,-0.027291457231218418,-0.019441582209146227,-0.02272251045015692
Purchase Of Business,0.022031330157553784,0.033013158864658956,0.17622843221733495,0.033461650008499454,0.006570408871111286,0.011319317904337227,0.056868562921784716,0.00917231224060519,0.006320539390192484,0.007231811413745951,-0.028371019721810886,0.010785450880012551,0.0051725417164240495,0.001937045960591596,0.00484239479103729,-0.0024552180961540135,0.040718360588658645,0.0012532959756136695,0.01091663860902238,0.02969972455621311,0.04720622229990135,0.09875310983149299,0.05094329964872701,0.07210858785696116,0.06543297077253346,0.058125456894039,0.00544524204040235,0.03166189491086338,-0.03756915544715885,0.012163782892446759,0.004086899820094518,-0.01762492224386076,0.062236987184125424,0.02653543831306236,0.06283878215491216,0.053895616700621804,0.052572544414355375,0.07175282924794872,0.06742098236860183,0.05759341872812901,0.05222744798855889,-0.03094347576297029,-0.02576160781222097,0.11731864181201009,0.05786101435039074,-0.07017129828121889,-0.07097221036546332
Sale Of Business,0.03236915032319133,0.07373315816309925,0.1708731153378322,0.04383308702125926,-0.007023046346569376,-0.004783907931590202,0.057158225521060146,0.07716887738277953,0.07592316396899486,0.011985228794168738,0.013439054300561212,0.006455845047512914,0.0041761659969672855,0.00872918578306392,0.013644613056945937,0.013547825301873113,0.04150901551479727,0.012402593125289952,0.01776437402451669,0.036288122629369216,0.04266417069697524,0.027487916846599188,0.0803197905485078,0.06260209718648224,0.07414533027137057,0.0640477499427241,0.008800692321387712,0.027641184860777587,-0.020149263505785765,-0.021632400842995236,0.00652039940035814,-0.022890110269563134,0.06238940519238172,0.02276393055903584,0.0652673309294398,0.053778295564912475,0.045836864829868595,0.06146162123924142,0.06756437793845217,0.06196307838092077,0.07895930475604575,0.06435920657144358,0.06348775280278612,0.11540705030664869,0.061320968735939195,0.04036431088352711,0.03699357047746075
Purchase Of Investment,0.04067526477679165,0.07530586292685165,0.07144078890173766,0.07982955755126446,0.06034892932998474,0.012795883130898503,0.02916534728910843,0.04538404469773094,0.05451126819429024,0.047255926346843,-0.01988859380436209,0.010546293547244578,0.01729054852109867,0.015132774511862937,0.0250938714180472,0.011438539317526534,0.11891414001744056,0.020092811153718595,0.017330858050446193,0.08202394744730976,0.10997769826206,0.09562151608038179,0.1015316676647064,0.11124989843255072,0.06877779885754272,0.06059985678179291,0.019538105975734698,-0.02661843885694645,-0.014452235644670769,0.007836735523149499,0.027127810812845134,0.004230618885054897,0.0775770780695728,0.05762059715122453,0.06204945993532577,0.057208948730745716,0.05597106619516188,0.0721820287600366,0.05921590296730705,0.057705879189298794,0.05753173424655729,0.03569856611301341,0.03079533447187607,0.1263274416298214,0.05991996455563529,-0.022396147918719658,-0.012416538724712881
Sale Of Investment,0.02235931848228009,0.008738863141211762,-1.3465739976213599e-05,0.06983896294736147,0.05041701670182453,-0.03310105400565879,-0.008008622158296032,-0.006132156722948753,0.05465703087439262,-0.029470697664039376,-0.03169075505060385,-0.03140357177455063,-0.030384940983303403,-0.031497318572169475,-0.011662605964723998,-0.042209295849540154,0.06945077603114554,-0.006270216950259997,0.0005148854104122164,0.050359574930440076,0.06026137305179166,0.018087141677884278,0.019376268238143698,0.031271292767141926,0.04668892962889602,0.0016772218267619378,-0.028509188730446885,0.02654264062353632,-0.022860685204085723,-0.03742989570885294,0.03098110439604268,0.03319788398399857,0.02018704305196576,0.007224404302985995,0.010510875395393035,0.004451442886620896,0.0014771226444412755,-0.040602042542507814,-0.047360312907517924,-0.03792265354130338,-0.03039113113382865,0.004797196863349883,0.006861808580723174,-0.02417590126436557,-0.04071968343478957,-0.016976265125101826,-0.00622767074789753
Net Intangibles Purchase And Sale,-0.0056530257317678,0.007335297772072571,0.02503589803431551,0.02453945975564485,0.0649254656355093,-0.01739917459683882,0.06140952274315821,0.0791535140154995,0.10281612880244835,0.011672927340694209,0.0004462092426337897,0.0008135365730716948,-0.018414999051773902,0.002354431747983939,0.03176422001593445,-0.0139129719234477,0.04269337187644594,0.05912059662901388,0.0738619952289818,0.03610918261326112,0.01014522170165445,0.0048665447477698595,0.009370433052007491,0.01142579011684344,0.014796047158745893,0.013875396741456828,-0.007938548839971664,0.05571512075533122,0.06197684440723186,-0.0013925696870042048,-0.002113314497986145,-0.002121353587422943,0.01583301604443072,0.04467382411354581,0.015816031045356164,0.02343516364669784,0.031011208276308596,0.017165635884817326,0.045137565569590185,0.0351354791585562,0.04414259768805092,-0.010274017836154484,-0.00931259720563064,-0.060322613809394604,0.034801701617592926,-0.04339597668431787,-0.02946536052282821
