,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses","Other Income/Expense, Operating","Other Income, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Gross Interest,Interest Capitalized,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Gain/Loss on Extinguishment of Debt,Restructuring and Reorganization Income/Expense,Fixed Asset Disposals,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Other Adjustments to Net Income Available to Common Stockholders,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized EBITDA,"Operating Income/Expense, Supplemental Section","Depreciation, Amortization and Depletion, Supplemental","Depreciation and Amortization, Supplemental","Depreciation, Supplemental","Amortization, Supplemental",Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Diluted EPS,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
  Change In Other Working Capital,-0.021820231737844517,-0.00775831236561909,-0.017618463854641674,-0.004098104856176803,-0.005013689711226492,0.03796898277952184,0.020379166356174424,0.1655299177707458,0.2205930346261807,0.03885138492461593,0.015032741472075105,-0.00031024683433289284,-0.009817542891351828,0.051205419853329485,0.006361257692368928,0.1664503525225234,0.1016847816549559,0.0819397459077028,0.07428259362227525,0.02354412482997246,0.12151038101285706,0.020808276442213447,0.06710749204431221,0.08231803724386826,0.13245692415111002,0.04518485564939602,0.008100949869037507,0.04698343442682084,0.051098707894555194,0.04770840302726537,0.05137685966959391,0.05290472945298202,0.045446509451155206,0.04928140044120953,0.05011363437960214,0.05495163186268104,-0.009490542864161518,0.035336380142667975,0.009040612434841248,0.03836379213094891,-0.04040506774162231,0.06494011974858607,0.023175779098628564,0.010332884322894368,0.014002269285088615,0.009103079538314745,0.023628679267583736,0.05549678062760055,0.02273999450566466,0.05538498930351943,0.057102365071816284,0.058134372520175004,0.059341570798889964,0.022829140092381427,0.02273999450566466,-0.0007106890571424532,0.01249335840714212
Change In Working Capital,-0.012082449890201474,-0.0011302785703448887,-0.010588704876064987,-0.017321540621585484,-0.01179398809414271,0.0033422160657708227,-0.011384222899311462,0.10590987332984123,0.14272294764571145,0.037309057676552945,0.02232808674020933,0.011129142379367352,-0.003346375279551243,0.08997916948120402,0.016149957143640255,0.17914343778239766,0.11342668321398447,0.060785750710503475,0.04342300346658798,0.022301351476715726,0.12833652935391598,0.017871203156800675,0.08873620230160269,0.10205656734938251,0.11350039863147973,0.0400668806950682,0.016538906806566,0.03533854547215462,0.03907245311602419,0.047593730710495066,0.03243444735617173,0.029669031853037972,0.03863174051702918,0.03971889905080455,0.05701698882507877,0.06418970491110813,-0.0019043859377625783,0.02811843774905908,0.012174963368012598,0.03373679245899093,-0.02915458241989773,0.07344870640848225,0.02769667383523062,0.01450374361924554,0.013416419933727783,0.023475013260293727,0.022694952373614363,0.07637720941242215,0.021116612477597052,0.06706845955150775,0.05028693715341371,0.05731334010629634,0.053095534443705496,0.021205758064313816,0.021116612477597052,-0.012270940935236391,-0.002145612379159622
Deferred Tax,0.00017259742095048717,0.07310000781431349,0.07210610890880237,0.09320774923671576,0.06810594323859663,0.07917832454256549,0.10149249828372454,0.042498052812611535,0.046528958562690285,0.033774598759655286,-0.005115873224230289,-0.029325819415304374,-0.005921269848397807,-0.02486382460503492,0.026898931475492754,0.08270671059207359,0.06033692145020155,-0.009664856072812809,0.0012925312482593688,0.002127524719094019,0.027110508967366796,-0.006758772605144436,-0.012078002185329012,0.056520726131003306,0.05592632158040148,0.06501554941370627,0.08431045018935923,-0.015285953843854602,-0.014181165972843357,0.049849935935899634,-0.007611691385030055,0.031431029061115875,-0.014885142148916532,-0.01386280086196499,0.00846583055215679,0.017386653874184796,0.07595721479469539,0.0363880111678847,0.03619818900464292,0.05274535464972047,-0.022689499860339624,0.011662077525405098,0.00684732735526739,0.03814287956293032,0.04520370531534661,0.030098214893845142,-0.008799863239716524,0.02247478227064774,0.04823902726494014,0.04629158796560174,0.0027409302580851747,0.011198269259115455,0.03487467289452526,-0.004861514960719234,0.0473595894502927,-0.021599119052835583,0.018634935628808146
Stock Based Compensation,0.08959498064233966,0.007101848329609828,0.006244527454071286,0.0091849981461012,0.016686060826869343,0.05332618132787176,0.04114625419518343,0.03690848466682154,0.03127823008389882,-0.02407973233229196,0.1358799509580501,0.10943611992162637,0.13753823523241668,0.1161403384196937,0.07380247084560293,0.035112759466928815,0.02270021062650093,-0.0009470726994474201,0.00443991834329613,0.0395192284850611,-0.015219189148157883,-0.017244878844698327,0.028687348250579697,0.020262332616964484,0.02499787463189565,-0.018967501003783107,0.0976404947429266,-0.008483012119772978,0.004149550935735887,0.038888974784349245,-0.012161439559584148,0.06215198503211387,0.048408299827156734,0.05452376950782207,0.023626578858619886,0.024042962512765883,0.003163656797119753,-0.020622402612699577,-0.01651280548680909,-0.010811535741868598,0.0875283188171467,0.018586280130200316,0.10819266743430804,0.11780358817635397,0.12799821685147555,0.13800903942556525,0.0058013445403824315,0.03100082844918289,0.010057926798988983,0.017717248188720978,-0.027499454976979143,-0.017195615729024675,0.012659841423339799,0.011812532546709335,0.009521715557064306,-0.00905888607247212,-0.007144914937067995
Asset Impairment Charge,0.11632162567658853,0.00030752614760410713,0.003163656797119753,-0.017165318692036875,-0.0054445638447887515,0.017714685723207654,0.0064241713294464434,0.014862357216873649,0.021113984741885982,-0.024050906744395084,0.10246712079117555,0.14409400298626468,0.20488397276510698,0.06714045437348734,0.06806998768205534,0.043303451055246765,0.018410796986119627,0.049410132549991694,0.046979642748215894,0.014588110817052557,0.10464776305994121,0.06675070400897706,0.010290871902463484,0.11288103111371106,0.00829440654751616,-0.009820447524595252,0.0739739204026941,-0.040413058874428094,-0.02622083384492793,0.020436703236599643,-0.0031459878274194266,0.04262663693442467,-0.012524202498172569,0.00033501859433170155,0.03190445611072602,0.0007017057217656238,0.0194324715726058,-0.01387409530451106,-0.02286356202547627,-0.028661380214402912,0.11242743648257233,0.02216390164810606,0.16563843115355428,0.19892977516509144,0.1305259875155929,0.20626269826460863,-0.0016649166956039245,-0.016500710771430276,-0.022285778448493374,-0.014558700159751973,-0.010130940822576276,-0.0011354684289608266,0.01273905941008311,0.0016514076629272627,-0.022653094827541173,-0.0461738534656427,-0.058907104552231394
Cash from Discontinued Operating Activities,0.07103117544230284,-0.08228954678096766,0.014306116276931718,-0.011836844649375615,0.011798680239774413,0.12222751626855294,0.11386764713360685,0.10990812103149539,0.10396957551030807,0.08347457251846528,0.2247360833453082,0.06471984212786336,0.10243340554230407,0.09697389113137364,0.06835725551017577,0.036196751437921025,0.022362461929326557,-0.0004719829649690913,-0.008727349615128471,0.0006788617811938367,0.022876703545419503,-0.00019086153883818746,0.03625864122787069,0.03376352787719647,0.10007224928799895,-0.038114843216600275,0.07450117403972535,0.03964573572026334,0.03766936540914522,0.045919294316049734,-0.005296889308984596,0.028006109694294134,-0.012332849066257758,-0.016741515540664897,0.01502931305206165,0.05666766604239935,-0.019724365290250782,0.08211749469377473,-0.02052979916924279,-0.008501985621928566,0.10141339428347532,0.0928337848575647,0.08508985502981048,0.10353713552910274,0.11341730439760174,0.11436202255259001,-0.03811417596638648,0.03579194618610519,-0.052993584247061055,0.03426144216968656,-0.01590601274560496,-0.0035330194090434554,-0.0015143495594441918,-0.045905170006723464,-0.055000644697874246,-0.05330613463672001,-0.06253701527033616
Cash Flow from Others,-0.012851787299542169,0.028805063678273617,0.0176151171724084,0.03803473194569584,0.043066531684620706,0.03683501304020521,0.01931967058456781,0.06275724242202935,0.13208285518653765,-0.002975639663569561,-0.007185442217679408,-0.00930513811054308,-0.017054494910124722,-0.018988567432696397,-0.012179222932842477,0.07222189058539336,0.04372849842485133,0.09198315095494462,0.10660664721351268,0.0022384494571348387,0.02797791601216478,0.00843574988172881,0.007751466680433749,0.024445778650919042,0.050561625097536686,-0.003165790736255447,-0.0012877838146576615,-0.004281322454740096,0.000619072074428891,0.017999069618223753,-0.010844673058820118,0.013821905805160573,-0.015339885125814426,-0.005941297585717398,0.006080705410199815,-0.0023604547543957808,0.029814484774386838,0.006231758933748982,0.016419692090589234,-0.020831748301501807,-0.04360474642980635,0.0033006158086791738,0.008241272278573662,-0.0035565624275005585,-0.011535922186739074,-0.008857401333574835,-0.026383112286862218,0.004730481183700781,-0.027244246399581326,0.0032549568172407016,-0.0027745841813849527,0.012331285615327169,-0.02844421864795496,-0.015485909156683658,-0.027317336462760813,-0.03137635584126,-0.013035898717382878
Cash Flow from Operations,0.06653997250044472,0.08435893858071833,0.07903036559940757,0.027586674486830744,0.04032511366717867,0.13520417323368691,0.05145977823004382,0.13659285576347385,0.14040686516695527,0.13680649764355046,0.11309455990384207,0.059462376748959045,-0.011514243836577398,-0.01549325164684474,0.008946330965262553,0.06152218353190971,0.04233083567187516,0.07517449747806763,0.015394505998289437,0.0020612392840201597,0.01871464360408916,0.031413493429636986,0.015708906973886695,0.018644537476043905,0.09110227877220202,0.003720074574022028,0.017256805992584556,0.09776936284785871,0.09820416870584017,0.007283045485342983,0.002817884720509505,0.001095172485809899,-0.00557902578375027,0.007329718773505588,0.014234110715406846,0.031870606692151665,0.10155578498916437,0.1379916216735731,0.02755419841673089,0.00914846364726141,-0.0288371723256708,0.0939069388622397,0.06262915523444633,0.02414556134890515,0.03326221612879232,0.0318981679594418,-0.029773008018924154,0.050494974257875615,-0.029025045879346675,0.052244833548033005,0.0010714563340905089,0.010253514328831344,-0.012570510878458108,-0.02725245232606343,-0.029025045879346675,-0.029958155560321817,-0.017944727693860622
"Purchase Of Property, Plant, Equipment",0.052285027179447434,0.051125167725739246,0.06923415651682853,0.08244036802213969,0.08221823348461056,0.08144812038389321,0.09308137692555031,0.12953345214754802,0.12984703949810902,0.1265024932155675,0.06904186173255787,0.05377827587681215,0.05742650351038463,0.072692599811787,0.05022758341814512,0.12670979906629015,0.11560248659157245,0.09503628071243021,0.08583928179790185,0.0999718698251316,0.14947945499153115,0.11011906265273338,0.1016893947277255,0.15730968939938966,0.14453934133096538,0.062316580824694684,0.09804785625786935,0.08103082466357839,0.08027824679384932,0.08024343118214082,0.09782492670963222,0.08100370066602561,0.08420679030273202,0.08135962293601186,0.11461503288585266,0.11318710431838044,0.1019055903658284,0.12713679310224915,0.06521035776886838,0.05791354504195901,0.028061161420067895,0.10987853832117088,0.10834781105196548,0.10933033179639771,0.11104693884783606,0.0970523465581356,0.05880010645858503,0.1299060910030616,0.045304483744872066,0.11367096541209595,0.10095487985523328,0.09474779618053483,0.09604938907723962,0.0594050622371469,0.034846017361622406,0.019178873571570998,0.01123564082158392
"Sale Of Property, Plant, Equipment",-0.005814274877870467,-0.02203914638693937,-0.023163818023391448,0.07470724515895803,0.09806621242009961,0.09452446019166218,0.14543274578093315,0.03928606166792999,0.04367611307453782,0.03062724700198276,0.004138585328545941,-0.02336683656828166,-0.009590471236273643,-0.01519797294559331,-0.024227110466552633,-0.020496893398131807,-0.01181147987846028,0.028488770743346836,0.024955528180599283,-0.013167100070689764,0.08951812293795954,0.02082830116075981,0.005834090879263219,0.13030958436853632,0.042448690940274106,0.0013832985449893252,0.0017516636677652343,0.0011923309448067538,0.012310305468616696,0.02824234721833236,0.014879573092119515,0.03493080659789467,0.012750914084769955,0.018010376157991323,0.04027759670104424,0.03867125367712009,0.005708340892221367,0.03440092441410624,-0.00912910264152388,-0.0010229720145153325,-0.03591730471266531,0.037550550352070694,0.0008225493445463139,0.020153290380250283,0.031732817553246494,0.03063823686167294,0.003942632006838406,0.051032517563425486,-0.010018443667980974,0.042827395715212754,0.015391337933935628,0.015841579647837965,0.02622813141064615,0.0028596401430608636,-0.01608313998285734,-0.021169461720504698,-0.02432579515085876
Purchase Of Business,0.0894461006001719,0.11126981943870756,0.2599785594474098,0.09780125311435114,0.08553818753503256,0.0725411581820283,0.11660284728077105,0.10183201533270689,0.1017616714753266,-0.03778300009091522,0.07801412036107148,0.12154945352844898,0.08289898310447724,0.13939928471643934,-0.02113174686026808,0.05121324132607723,0.03740881234561591,0.0025038917436156615,-0.0018644892607880374,0.0992121208738543,0.07210858785696116,0.15451212458464791,-0.0034892737243601042,0.0390254577560226,0.03917114392051482,0.005345930310688776,-0.002522013601261985,0.0320336030744733,-0.037197447283548936,0.022844575580353896,0.011862232227117823,-0.0025443559267681053,0.004032326722735492,-0.017350782021906343,0.062236987184125424,0.02653543831306236,0.15479423784593688,-0.034315490030437046,-0.032380559131955124,-0.004088981821445356,0.04523425210499267,0.037748223170121324,-0.02590478770453817,0.077152967257098,0.07625373152936772,0.07895328494293907,0.08366768865014529,0.05634074562450812,0.06178198418344633,0.041217346959158394,0.005521546351587391,0.011601860309446654,0.04035801363815642,0.06988296509547581,0.06175379986465795,-0.040545001217319854,-0.04109347388930648
Sale Of Business,0.1663439849857316,0.08236099322226291,0.21062781894258617,0.13610125199845635,0.10291343684226509,0.08757455809647724,0.1532901579706475,0.03499439448631777,0.06068842006774816,0.07251385712902386,0.09937248219615867,0.17259293351945296,0.1618779247597415,0.18463993573905071,0.11917538371182043,0.0820873298928722,0.058096997080980865,0.015718052995866566,0.020620935914131756,0.15010058322811848,0.06260209718648224,0.16634649670887394,-0.022335628800988966,0.0665092072810743,0.010049391941262554,0.008986297540394124,0.12833907000464306,0.028031774285955557,-0.019758674080607802,0.03997655721417915,-0.021978690140678714,0.01904430904701617,0.006750743251719103,-0.02228631446653419,0.06238940519238172,0.02276393055903584,0.09765894576895076,0.054343383089215505,0.006012954555467093,-0.020133282946952505,0.13124834127594073,0.03225823780349657,0.02814373316983389,0.07966945057937791,0.107409631900087,0.11146052746568548,0.01695109071091461,0.03821393114711947,0.017654692552398904,0.05584521490023379,0.0075484757528607605,0.007338721998199106,0.04148781458269196,0.019955128671161212,0.015268810891999397,-0.022097187841430554,-0.02553053008577773
Purchase Of Investment,0.05013420094432594,0.2418780020097183,0.23428695994591742,0.18393085033851989,0.17074569915021784,0.09687401363666003,0.07277969884092178,0.08855226933267853,0.09654940848391921,0.030953019861785534,0.056933805138515994,0.1451351065364138,0.05741827517769324,0.17551512660480992,0.13744084609127974,0.12258563608023922,0.13409500238257646,0.03044163145577725,0.04571529290101643,0.1846443084271288,0.11124989843255072,0.2452342067874939,0.06390649367815839,0.14474104992838066,0.08722097500235908,0.050605882360833236,0.06056161116101513,0.0018319821945765712,0.014820675807041522,0.0607808023272493,0.007535184857820563,0.07319921699625348,0.05615457472427733,0.0332573827964871,0.0775770780695728,0.05762059715122453,0.24852980759328436,0.035066892252362376,0.04920776678958287,0.03072176462070294,0.030222656023013453,0.06022093084524274,0.06137027870019787,0.08422049321873928,0.08808141267901788,0.07826822588623905,0.06365969261403749,0.02652758191042766,0.04350889555338949,0.027125766529459933,0.015793354061629152,0.011160183693824873,0.025901949441447678,0.053065532506853565,0.045640298377442774,-0.04870232913743732,-0.037735605489594516
Sale Of Investment,-0.03978664425766505,0.057815579457748116,0.050988681941105986,0.11905518783011969,0.07586228331966535,0.12781404367724447,0.15299073031126428,0.01856063992191475,0.022891929792920943,-0.005588906950936227,-0.030278130685195852,-0.0300469782758797,-0.0276699036600039,-0.02092838809925634,0.028949351830961277,0.07215182465276439,0.06055454235282875,-0.02898533996124983,-0.03657797597024339,0.024673290258030476,0.031271292767141926,0.020795833201786438,-0.002254779736106845,0.0746765348770232,0.05027132650642783,-0.028423446744946124,0.006035397468877766,0.026873540798791097,-0.02252978502883096,0.04364233198281042,-0.03773144637418187,0.11058938923730897,0.031164414323198934,0.03338119391115481,0.02018704305196576,0.007224404302985995,0.06550902520670976,0.007521897766397456,0.009260862652193547,-0.04558969466780649,-0.05630408154262872,0.007031202997151482,0.017438718807861346,0.07154641934476491,0.013298837924018645,0.013862963276020141,-0.030001835122795882,-0.011917890605433776,-0.021334193802537784,0.01617675680203009,-0.035092448499413856,-0.029927149589516658,-0.02287788415814146,-0.029686861417767142,-0.02233998275790118,-0.06282009256164721,-0.046846615548532075
