,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",General and Administrative Expenses,Selling and Marketing Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Net Investment Income,Gain/Loss on Investments and Other Financial Instruments,Irregular Income/Expense,Restructuring and Reorganization Income/Expense,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Reported Effective Tax Rate,Reported Normalized Income,Reported Normalized Operating Profit,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Diluted EPS,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Total Equity,0.10094989143300749,0.048568155401249036,-0.005638780049422679,0.030852212934970112,0.03190480343031358,-0.0074628388977071814,0.011182114355932487,0.013502124974107037,0.0038117536041598105,0.018370241222837824,0.004980244388495132,0.010403040713501285,0.050900022568003335,0.009517041303274644,0.04727839683799711,-0.018814353496608243,0.02281054099753172,-0.00123738747515344,0.05984130655522709,0.006486663701220295,0.008146222125802242,0.005935339265742389,-0.002973122250877688,0.009346627055553475,-0.008450168787354856,-0.02755615705851504,-0.014195778178570845,0.0061799620530716476,0.04191722116920677,0.040819832648295064,0.04012146880823588,0.013512368134891659,0.023156302104294826,0.030622091584638945,0.023396336189514335,-0.0005277343780709445,0.005040255851341948,-0.004254055890423202,0.018360339573725633,0.01779463613590103,0.009291073494460029,0.012594502688872007,0.06936692393186493,0.07516393738535919,0.06549776576244905,0.07734145611811732,0.07717287386169092,0.00043329597463414964,0.005860443919077897
Equity-to-Asset.1,0.17658388900795163,0.18389009473351786,0.1840368193703633,0.17025975599858315,0.13042227430611006,0.14725023049904876,0.11052910410710458,0.11972588718428881,0.14700149347927488,0.13194516935011538,-0.00572951832744006,0.022732919081112454,0.053801953240643526,-0.02078484746408217,0.038877193999018025,0.07594916743978061,-0.007122099467557647,0.13080726813471266,0.06877239025878015,0.04031851006367416,0.06897858151013869,0.016353026240326245,0.08006896363009082,0.061624115932057626,0.011430746126997413,0.017422623141300424,0.016758221073009796,0.020747868678350143,0.07954812240707425,0.07354526230766414,0.07460404015753934,0.05400890974758461,0.147391194640296,0.06269045507441685,0.05826742120156896,0.03477910425434836,0.06184456194208273,0.03903539341854043,0.10301038513575353,0.10831842220208963,0.11304169741458645,0.09084620927755366,0.12886910153311928,0.10491022512794249,0.08646031364695277,0.09500307496246403,0.09169683329144149,0.027491279356211012,0.06245855785183019
Net Income From Continuing Operations,0.044328783352620325,0.06348111215053377,0.04510140006582943,0.07388090640616554,0.0231417878590187,0.2916248170580187,0.12564189155231256,0.05068750533900883,0.04712594584121472,0.055172918666837885,0.03217325347853247,0.028358082012455793,0.06492115055004014,0.1159083236621454,0.08903446211521918,0.09682992184435602,0.034630343869232964,0.031212879754776688,0.11212577064761653,0.004061621949919939,0.035078591858816406,0.10895739124325705,0.11607492755805701,-0.007259636242819681,0.024359358665246716,0.06911012416423681,0.15438759572501823,0.09899112275721197,0.09610308367815247,0.09603367208935486,0.03249122003092854,0.08989968620414733,0.09670439534362323,0.2608131000416259,0.07969983121291425,0.02348785035100116,0.021033731560404043,0.09796849607934534,-0.02557229669778684,0.04412059231890912,-0.029247994757990132,0.04086197005818515,0.048758010384599294,0.04717066265825847,-0.018576697934830712,-0.053328001724286644,-0.05364721696377255,-0.03195966185749126,-0.03423021715763448
"Depreciation, Depletion and Amortization.1",-0.008776348581812352,0.007786987488549568,0.0025156138181015412,0.020609419447054377,0.059128586191139684,0.006953393459170611,0.026914727423141372,0.027754730464793126,0.024883166435188085,0.03481587008911822,0.5324750036704908,0.5196701223080613,-0.0425611970231569,0.01046998902058079,-0.012749318129668383,-0.022769136807663654,-0.029841001937354422,-0.04230229227764948,-0.009976998350738918,0.030500140324541083,-0.03202227667060128,0.008837454928422037,0.0036287675394001463,-0.05765068385780503,-0.026807460082146108,-0.03423157214210528,-0.03457974047339024,-0.046722064494582216,-0.04709795386432035,-0.05183837496726887,0.008066575256106908,0.015651429620840415,0.01032894149627003,0.0992009900103736,-0.04279818979717224,-0.014828609721335706,-0.01592416403457724,-0.01274237663575682,-0.028113850709718145,0.0103986051618357,-0.03135151953569147,0.0028738735628915752,0.0024173468822847807,0.002034151995950787,0.055846568531176796,-0.004334650339839923,-0.010186378330356152,-0.04830956438412067,-0.050289199080568434
  Change In Receivables,-0.01344139326625094,-0.029470067270252594,-0.014186925603580296,0.01978945681505989,0.02287484213968138,-0.014781880549862469,-0.012392831091404523,-0.011446351827331079,-0.01118477371338481,0.006294775898245288,0.06473899535152874,0.06092958168831512,-0.027381464128628526,-0.011025646192369266,0.005118351519233888,-0.010440147665494783,-0.002166294995352495,0.009839286825072496,0.010425729661130444,0.0153327101946989,-0.0026410306329802207,0.005947516070123814,-0.012721671780563945,-0.03582554732826794,-0.01809819870630765,-0.039021797207277754,-0.03367630592482547,-0.023511325559414768,-0.011137088743585346,-0.019421337501767447,0.00180090609393469,0.002584110014571676,-0.012101215462317882,0.036983839013151394,-0.02457675838655485,-0.019179371697870005,0.009564046702155157,0.003896826864404965,-0.03468211966622577,-0.021690818685893485,-0.04391733117650314,-0.030507213934895902,0.0009029230317301167,0.0031142644631812757,0.045045711709506296,0.007407424299887056,0.006788695156552714,-0.0478514333888573,-0.04182483931105525
  Change In Inventory,0.01345830019427492,0.09592642062888486,0.09807425460958498,0.18498068189913333,0.1704638711659423,0.10067484624492827,0.09453519773765737,0.08979656841417709,0.09364297957122163,0.07740724492619347,0.03078613003127008,0.03532101986529348,0.015595641014104912,0.020221553044602415,0.04205692558991664,0.04190198012466851,0.02827216908751823,0.061469159485579065,0.08749777697966019,0.06949820076454717,0.0291368996443651,0.027589228647220937,0.016149166840061697,0.016748499932571662,0.004654227275078376,-0.001988171431429886,0.016984440242290236,0.016631596523307507,0.016406178737222006,0.022394197177720905,0.023400320118247112,0.020450651854880604,0.08872030509837556,0.03432138202901264,0.018045355520612205,0.05524226660433022,0.025519193445972223,0.01982050041555538,0.02063336050955247,0.038575713890097035,0.008180208361424302,0.03032443960170382,0.01790379499861132,0.01251147900729311,0.03785581672161667,0.04060202529178075,0.032775098743490876,0.009421434267468824,0.006673038703994002
  Change In Prepaid Assets,0.018068847566274922,0.0047322561629195604,0.021934303520339232,0.0023425788122659504,0.0022837687779260693,0.059497298086591516,-0.000755851257752608,0.036845207850269096,0.02006077448155445,0.02976673381331101,0.17627393771717031,0.20107876515494058,0.10251195713577524,0.009747352755438999,0.1293130896692506,0.181621704769382,0.10004348291368016,0.09098263166203911,0.09829952414026297,0.15533221231852118,0.09674663378689374,0.07335693064483892,-0.016095286739393054,0.10948450867627843,0.033077528414327796,0.08064520466797374,0.08500556828974615,0.09113441332753969,0.06920112823399557,0.07039907185784898,0.01881206735637299,0.0159815990367058,0.0342830928389733,0.0633782777280806,0.10083613314073446,-0.012171176564652525,0.07985830075823037,0.06839077229194981,-0.006198193256004066,-0.005898883627348682,-0.013717390210449982,-0.015256549645535088,0.02698430224889201,0.023565445127841055,0.00795573432692203,0.031812860324129784,0.03401857668416092,0.07471650400641715,0.09067587694903181
  Change In Payables And Accrued Expense,-0.08056709148880692,0.03915508632834319,-0.002630260107657152,0.018810800766249552,0.08402295846959909,0.10385035019496734,0.13649350426711673,0.13577081898676144,0.07206269423964855,0.08801331260815641,0.17290885528820532,0.20531126145616677,0.08200877360682342,0.11935421312530532,0.2665437346628409,0.2613742524504849,0.23378219643532688,0.06662754629972593,0.09025719718407565,0.17939129587772634,0.16359427967598078,0.20138231206602697,0.07865359718510327,0.07434460860821283,0.0909995363607492,0.17644016485869138,0.17992092812112198,0.06922447341072403,0.09716263541286915,0.09679268656657007,0.06837502745482117,0.08730284421842417,0.05753665195227196,0.1415672553332872,0.0752010167628436,0.045241557825926086,0.05436517521264379,0.04678243355564949,-0.0177893787939056,-0.005481813451403091,-0.014843822508471056,-0.002956025237734337,0.04803097953861464,0.04286612917153509,0.01807544745981468,-0.002378097637333793,0.033389008143377634,0.009490937918447285,0.030675182810128775
  Change In Other Working Capital,-0.011085779340483493,0.020288961985550143,0.009919324704766284,0.10513184993703284,0.10299794629311071,0.03824076915047672,0.021233816179433252,0.025347488706591672,0.040919343279240177,0.017703357464028707,0.00861050125492665,0.01591918538647697,0.005406328376367876,0.0433904011830752,0.030731531060900808,0.008272212363928206,0.06729460559916375,0.032760525568964416,0.02840306917299064,0.06655773459185799,-0.002433870379940178,0.011677975344424153,0.08104091103179593,-0.019628916442774355,-0.002307670619013527,-0.020081607896740482,-0.016745032875895325,-0.020246012564423647,-0.024106545445240102,-0.015091157907221014,0.05011363437960214,0.05495163186268104,0.017096480785528046,0.1288896772192837,0.0016359194012423501,0.0036681449521445645,0.008999671882046338,0.03111218495580064,-0.013555607192865877,0.01814501711272489,-0.022276262611640903,0.008627233593876517,0.002399574230776396,0.002563714565266496,0.07982918669026536,-0.013443658221556992,-0.014584896397152436,-0.05795435621618862,-0.04690946123549756
Change In Working Capital,-0.015565239926125306,-0.00394138496391215,-0.01398132929238308,0.04169153636691829,0.04585719913826074,0.008023471340496776,-0.005782221478609595,-0.003892483571495246,0.011568554025842757,-0.0006413875895340546,0.010369853864289284,0.017611115287715577,0.01686401603668466,0.04884393335600522,0.03127627056480002,0.00825274920441247,0.106506553755224,0.039169687616032275,0.027318193220042284,0.01816810013206683,0.006617977849841568,0.011353134272482836,0.0434256762351171,-0.004745177262251402,0.004077503352655639,-0.00813943127679483,-0.004680716934720178,-0.018891803694215028,-0.005579043175297836,-0.004354664576960368,0.05701698882507877,0.06418970491110813,-0.006954300758629909,0.11807011904204676,0.00640148077016597,0.003572358023664233,0.013850551676552674,0.028238605768969215,-0.026081353324329804,0.011056574124294437,-0.032612512480377394,-0.005849440916668941,-0.001519904604953127,0.009020036382352839,0.05941251973844939,-0.016185267027588966,-0.016330513056807057,-0.05481250352805432,-0.04193703126062891
Deferred Tax,0.10376427125666708,0.15160275950343163,0.15077146987789292,0.06030337373017176,0.035617984143014605,0.12593881635942245,0.14765105213962976,0.15995858510162245,0.1287043444008142,0.09342779612225591,0.029851258761953617,0.020382633368511288,-0.02491991531503111,-0.009823503675013896,0.013401319876964838,0.021521746151908404,-0.010079010980364182,0.025711599903717075,0.03241893603942141,0.030727824407630028,-0.014056511267765056,-0.0104820932392763,-0.014993502572491761,0.051117204561316576,0.0334117904076806,-0.027217993809095405,-0.02590981570411445,-0.03141447708906057,-0.026308087994734566,-0.0257032197985688,0.00846583055215679,0.017386653874184796,0.15504560215504642,0.05562223966234317,-0.021995791673444304,0.08617147925414138,0.027371869289421737,0.03169209319556075,-0.037642554700133515,-0.023900362862421774,0.004569395325595344,-0.010542362346710198,0.0892010958856817,0.10302138394696558,0.04254391638179373,-0.0052508478766873645,0.07604133894538095,-0.04497632349210637,-0.011265700182513744
Stock Based Compensation,-0.026519915727344884,0.02105697401346714,0.02019965313792859,-0.003356998370538656,0.003966520737235744,0.03658556261779128,0.02463445924333653,0.05496215697043664,0.053343120692868146,0.06613543866616052,0.13510806458450136,0.13796198704556137,0.08791770293678214,0.04445503676900166,0.1501422309115947,0.152139814612153,0.1477023614997208,0.025793528572908658,0.10379377639962223,0.15570330486513467,0.11182763665338927,0.11325404380946755,0.0035391156142356287,0.07127385890553588,0.043351639522989566,0.0944610823550185,0.10863475408498051,0.08054203276673365,0.17953867502105064,0.1840634073418498,0.023626578858619886,0.024042962512765883,0.016993411833513414,0.10633176002416489,0.09345064695007,-0.01013412928749837,0.07469565623668657,0.07323081057893431,0.00025780309029105027,0.02779145998389358,-0.007381920422832924,0.004883374680508239,-0.01892425810449557,-0.01165348433844753,0.012001842165675784,0.041660123615276476,0.03782397528236265,0.09226923420340881,0.09310696805088652
Asset Impairment Charge,0.012496888685575485,0.013819331248379528,0.016993411833513414,-0.02840012357681753,-0.016489904005320317,0.00029716221365630674,-0.01074433340300536,0.0023365895363542536,0.010076645791084457,0.07167886879740472,0.12480351021396353,0.16119265573631097,0.08622380168642643,0.007230330186221132,0.18513732984166953,0.21985042728943266,0.10004348291368016,0.019161744449494485,0.1529820568270323,0.10408640930288694,0.09250018310403108,0.08459026307750955,-0.013268866262645668,0.0888882512231931,0.022544457859730308,0.04439131064139119,0.06604010967718012,0.09990122768473704,0.0928037148664585,0.10373821658151938,0.03190445611072602,0.0007017057217656238,0.032634157212680294,0.027900767311413326,0.09610160866439645,-0.02880018487263754,0.05746878982093902,0.05756032216611454,-0.008321682950874426,-0.0201432993836882,-0.03140192147825363,-0.026090050579001295,0.013056208879061046,0.017992147224591706,0.007581864700007244,0.02922979417950147,-0.00227180097383512,0.05912187460366722,0.013054672068251779
Cash from Discontinued Operating Activities,-0.043299913499668566,-0.06713444919320279,0.029213001816958704,-0.024934263706851697,-0.0007433162768654402,0.10665314529636585,0.09820038636527084,0.028496798646224935,0.04420722898690031,0.037543912831898556,0.12211378123108209,0.09853055504318,0.19722889286216738,0.12373794018788219,0.10642835166118654,0.11762877578446268,0.1288006930225964,0.021376235590397825,0.0807351206742551,0.10265969609368426,0.07612378433214563,0.12474320399736005,0.08078254480327393,0.025835306918904694,0.030926520983958684,0.20588009046408123,0.20687589775851545,0.10157523197801453,0.0807377376971705,0.07744740294940566,0.01502931305206165,0.05666766604239935,-0.008375690821109252,0.14473104270638687,0.2196364004534266,-0.007824579167558337,0.0598025526771725,0.11398827211200155,-0.03694435358301867,0.032294551829022196,-0.06169002133883861,0.020690430297081088,0.031506860892011296,0.040378601611755716,-0.006634598084379997,-0.032230340721844705,-0.03979022797015799,0.01670535724287485,0.03248679430795986
Cash Flow from Others,0.03547726342370335,-0.0008842971384005593,-0.010932066011895293,0.0018667750868525635,0.00531476803780644,0.009472040202435084,-0.005715709826518983,0.0045765610147043044,-0.00011625103673539028,0.02682202646582471,-0.0038014944690282827,-0.011884174848498148,-0.022121537569555608,0.042643570316092866,0.005170169957931393,-0.009312615221813987,-0.010653966012885485,-0.008082530409115277,0.03352480830373073,0.07215522657226936,-0.019438341810384983,-0.021587130677361552,0.01855150271076552,-0.018157111601836723,-0.021102538270845135,-0.017774573516413268,-0.01371046823867833,-0.02974031616640651,-0.02814267500708388,-0.020307016149727977,0.006080705410199815,-0.0023604547543957808,0.0004258163554104171,0.11551084834115101,-0.014942712842585984,0.004316538861144746,-0.01316443488875996,-0.006588504384313836,-0.03921857627388291,-0.0047084000920275745,-0.044605097416935954,-0.01347464023099653,0.03724780285802966,0.03573217748258712,-0.015535234495446342,-0.021056758819564057,-0.06030973134029703,-0.04690570360427946,-0.03755492806324054
Cash Flow from Operations,0.09823568894464853,0.07555829732446491,0.05911023689962814,0.022330127162629495,0.03672723333221218,0.1339465066477078,0.05154802142217983,0.05360871764348618,0.03702638669265056,0.06064712054934332,0.025608416860667057,0.031032219219959058,0.09663603467913555,0.14693142514087537,0.061913299732911396,-0.022951413863610735,0.0013936566949140482,0.007203051794061948,0.08764809292582046,0.02779231337998582,-0.0020788330341630834,0.01863091932499236,0.08842614807232374,-0.004060729730353961,-0.0023886337352419006,0.07971175611195952,0.08039665206535856,-0.011725219363027398,-0.02517068468313961,-0.007873428682132538,0.014234110715406846,0.031870606692151665,0.09415797995657754,0.29183986218200164,0.09836595004286044,0.03647441116549163,-0.000577971695417743,0.10941333558557335,-0.0260271805622731,0.06272042935919231,-0.030463837287321223,0.056095253640115215,0.0350529664857404,0.042606264031459735,-0.011678471427413668,-0.047493421538950246,-0.054505349820656634,-0.04051995303908823,-0.029773048405173582
